time,precipitation_sum (mm),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),soil_moisture_0_to_7cm_mean (m³/m³),slope_deg,elevation_m,soil_depth_m,geology_susceptibility,ndvi,land_use,seismic_pga (g),pore_water_pressure (kPa),distance_to_road (km),distance_to_stream (km),aspect_deg,curvature,rain_3d_sum (mm),rain_7d_sum (mm),rain_14d_sum (mm),antecedent_precip_index (mm)
29-11-2011,0.5,17.9,22.0,11.9,64.0,7.0,0.188,38.0,1370.0,2.71,0.525,0.296,0,0.0122,10.02,4.57,0.53,131.7,-0.507,3.4,6.7,12.1,6.04
30-11-2011,0.8,16.9,21.6,11.5,57.1,12.5,0.2345,33.0,1428.0,3.08,0.615,0.428,0,0.013,11.21,2.18,1.22,116.0,-0.361,2.2,6.1,12.6,5.93
01-12-2011,0.2,15.8,20.2,10.0,56.5,6.8,0.212,25.3,1368.0,2.15,0.605,0.441,0,0.0027,9.24,0.92,1.63,162.6,-0.558,1.5,5.5,12.2,5.24
02-12-2011,0.3,14.6,20.0,9.5,62.4,3.9,0.1591,32.9,1466.0,2.77,0.713,0.229,3,0.0551,7.03,6.29,0.23,140.0,-0.314,1.3,5.4,12.0,4.75
03-12-2011,0.5,14.0,21.4,8.9,51.6,4.2,0.1014,40.0,1454.0,2.39,0.521,0.408,1,0.0046,7.04,9.93,0.12,204.8,0.124,1.0,5.2,12.1,4.54
04-12-2011,0.2,11.5,16.1,5.3,69.9,6.4,0.274,42.9,1479.0,2.62,0.607,0.237,0,0.0478,14.35,2.1,0.05,254.9,-0.918,1.0,3.4,11.5,4.06
05-12-2011,0.2,12.5,19.7,5.6,66.5,14.4,0.1892,32.9,1431.0,2.53,0.559,0.427,3,0.0011,4.82,0.97,0.4,186.8,0.394,0.9,2.7,10.2,3.65
06-12-2011,0.1,9.4,16.2,5.2,61.1,9.9,0.2457,25.3,1518.0,3.52,0.61,0.278,0,0.0084,12.12,0.77,0.07,104.8,0.237,0.5,2.3,9.0,3.2
07-12-2011,0.7,12.4,19.5,5.7,57.2,2.4,0.1993,33.2,1498.0,2.55,0.613,0.32,0,0.0131,12.09,0.28,0.88,315.0,0.452,1.0,2.2,8.3,3.42
08-12-2011,0.1,11.6,15.4,5.4,56.5,2.3,0.201,39.3,1416.0,3.54,0.617,0.547,1,0.0238,8.91,9.94,3.11,209.5,0.134,0.9,2.1,7.6,3.01
09-12-2011,0.3,12.7,19.9,9.3,65.9,1.2,0.3155,19.8,1365.0,2.59,0.538,0.436,1,0.0321,16.14,0.55,0.08,262.3,0.237,1.1,2.1,7.5,2.86
10-12-2011,0.1,12.2,17.4,6.2,59.8,7.0,0.1627,30.1,1414.0,3.02,0.592,0.603,0,0.0108,8.68,10.36,1.53,213.6,0.342,0.5,1.7,6.9,2.53
11-12-2011,0.3,13.8,19.5,8.6,64.9,5.0,0.3458,28.0,1397.0,3.34,0.619,0.311,1,0.0192,17.16,7.37,0.62,79.9,0.146,0.7,1.8,5.2,2.45
12-12-2011,0.2,10.7,18.1,7.6,56.6,11.0,0.05,29.0,1419.0,2.96,0.658,0.355,1,0.0006,1.36,2.22,0.32,291.7,0.248,0.6,1.8,4.5,2.28
13-12-2011,0.0,10.7,16.3,6.0,68.0,5.7,0.1268,27.8,1378.0,3.05,0.694,0.449,0,0.0168,6.72,3.11,1.79,28.6,-0.194,0.5,1.7,4.0,1.94
14-12-2011,0.6,12.6,16.9,7.0,51.4,7.9,0.126,38.7,1374.0,3.11,0.56,0.442,3,0.095,8.18,2.1,1.16,124.6,-0.168,0.8,1.6,3.8,2.25
15-12-2011,0.1,12.0,17.8,8.1,59.9,3.5,0.3086,33.7,1437.0,2.65,0.605,0.586,0,0.0039,17.71,0.28,0.23,183.1,-0.713,0.7,1.6,3.7,2.01
16-12-2011,0.0,12.9,16.4,7.5,81.2,4.3,0.2352,19.5,1466.0,2.24,0.604,0.538,0,0.0001,13.58,0.2,0.7,219.7,-0.135,0.7,1.3,3.4,1.71
17-12-2011,0.1,13.6,17.5,7.0,80.0,8.4,0.2784,36.0,1452.0,2.93,0.702,0.244,0,0.0056,16.78,0.31,0.37,46.3,-0.182,0.2,1.3,3.0,1.55
18-12-2011,0.4,11.2,16.4,4.6,49.3,5.8,0.2617,28.0,1414.0,2.69,0.589,0.523,0,0.0018,14.29,0.63,0.41,69.9,0.455,0.5,1.4,3.2,1.72
19-12-2011,0.4,8.6,12.5,1.9,58.7,5.4,0.1461,15.7,1455.0,3.01,0.6,0.48,0,0.0181,8.31,0.76,2.53,300.4,-0.018,0.9,1.6,3.4,1.86
20-12-2011,0.1,12.7,19.4,7.5,53.2,14.6,0.1635,29.4,1474.0,2.42,0.536,0.46,3,0.0372,8.27,0.1,0.16,19.6,0.147,0.9,1.7,3.4,1.68
21-12-2011,0.2,11.9,19.9,7.0,64.7,5.6,0.1724,30.9,1516.0,2.68,0.618,0.468,0,0.0222,11.15,1.27,1.9,18.4,0.153,0.7,1.3,2.9,1.63
22-12-2011,0.1,14.8,21.8,10.1,58.8,0.9,0.2673,34.6,1403.0,2.13,0.662,0.264,0,0.0114,14.93,0.1,0.52,209.9,0.199,0.4,1.3,2.9,1.49
23-12-2011,0.3,15.9,21.0,11.8,52.1,3.5,0.05,39.5,1429.0,2.87,0.62,0.485,1,0.0314,1.35,1.04,1.87,127.7,-0.111,0.6,1.6,2.9,1.56
24-12-2011,0.0,11.0,15.4,4.5,40.7,27.7,0.3228,31.3,1427.0,2.58,0.579,0.42,1,0.0002,18.0,0.1,3.8,264.5,0.053,0.4,1.5,2.8,1.33
25-12-2011,0.1,12.9,19.4,8.0,53.6,1.9,0.1131,33.6,1493.0,2.74,0.641,0.497,3,0.0039,2.97,1.13,1.46,165.7,-0.353,0.4,1.2,2.6,1.23
26-12-2011,0.1,13.4,21.1,7.6,58.1,18.7,0.0713,35.0,1443.0,2.95,0.651,0.558,1,0.0071,0.52,1.52,0.05,170.2,0.049,0.2,0.9,2.5,1.14
27-12-2011,0.4,10.5,18.0,7.1,61.9,5.4,0.086,18.0,1460.0,3.13,0.652,0.288,1,0.0173,5.56,1.27,0.49,27.5,0.131,0.6,1.2,2.9,1.37
28-12-2011,0.3,11.3,14.9,5.4,39.0,9.9,0.1759,26.0,1427.0,2.26,0.66,0.4,0,0.0119,9.2,0.7,1.08,190.7,0.223,0.8,1.3,2.6,1.47
29-12-2011,0.5,15.4,21.8,10.7,67.2,0.6,0.05,37.5,1391.0,3.7,0.622,0.368,2,0.0016,0.78,0.69,2.29,359.7,-0.064,1.2,1.7,3.0,1.75
30-12-2011,0.1,15.5,19.6,11.3,53.8,7.5,0.0838,33.3,1425.0,3.0,0.575,0.261,0,0.0039,2.39,8.12,1.21,217.4,0.245,0.9,1.5,3.1,1.59
31-12-2011,0.1,10.8,15.8,7.2,75.0,5.1,0.3117,33.0,1435.0,2.4,0.615,0.469,0,0.0123,13.11,0.26,0.18,36.6,-0.191,0.7,1.6,3.1,1.45
01-01-2012,0.1,8.5,11.8,3.2,58.2,8.9,0.1496,28.5,1402.0,3.27,0.709,0.428,0,0.0424,7.04,5.94,0.24,144.3,0.151,0.3,1.6,2.8,1.33
02-01-2012,0.5,11.2,14.6,5.7,56.2,21.6,0.2197,36.3,1436.0,2.95,0.626,0.582,1,0.0097,15.18,0.35,0.86,127.6,0.152,0.7,2.0,2.9,1.63
03-01-2012,0.2,14.1,21.7,8.4,67.8,8.1,0.2267,30.0,1457.0,3.24,0.612,0.357,1,0.0085,10.73,1.88,0.55,270.3,-0.05,0.8,1.8,3.0,1.59
04-01-2012,0.2,8.6,13.4,2.4,66.6,2.7,0.1661,32.5,1397.0,2.76,0.585,0.498,2,0.0194,9.07,1.33,0.05,68.3,0.566,0.9,1.7,3.0,1.55
05-01-2012,0.1,16.0,19.8,12.6,84.5,8.9,0.05,28.2,1454.0,2.39,0.578,0.339,0,0.0081,0.42,2.48,3.0,18.2,0.29,0.5,1.3,3.0,1.42
06-01-2012,0.1,12.1,18.4,8.0,70.5,1.2,0.0593,24.4,1461.0,2.68,0.672,0.661,2,0.0002,1.88,19.25,0.45,241.0,-0.529,0.4,1.3,2.8,1.3
07-01-2012,0.3,11.3,15.6,6.6,50.7,14.2,0.2398,45.1,1431.0,2.56,0.519,0.252,1,0.0145,14.05,2.15,0.8,274.7,0.318,0.5,1.5,3.1,1.41
08-01-2012,0.5,10.9,17.2,6.4,46.8,5.7,0.2493,39.0,1549.0,3.33,0.596,0.529,0,0.003,13.93,2.01,0.59,113.6,-0.165,0.9,1.9,3.5,1.7
09-01-2012,0.1,10.1,14.2,4.8,45.0,8.1,0.2867,29.7,1396.0,2.77,0.634,0.295,0,0.0013,13.91,1.76,4.84,221.4,0.054,0.9,1.5,3.5,1.54
10-01-2012,0.4,10.0,13.5,3.5,90.9,3.8,0.2272,41.7,1432.0,2.78,0.63,0.29,0,0.001,10.46,1.4,1.27,44.8,-0.03,1.0,1.7,3.5,1.71
11-01-2012,0.2,11.2,15.2,8.1,63.6,3.2,0.0701,25.9,1494.0,2.42,0.567,0.531,0,0.009,4.8,4.99,3.43,28.7,0.134,0.7,1.7,3.4,1.65
12-01-2012,0.2,12.2,15.5,9.0,53.8,2.0,0.3253,15.7,1390.0,2.02,0.497,0.434,0,0.0469,17.02,1.72,0.43,245.4,-0.193,0.8,1.8,3.1,1.61
13-01-2012,0.6,12.7,19.6,8.3,46.0,8.4,0.186,34.5,1503.0,2.65,0.638,0.264,0,0.0044,12.44,0.4,0.64,20.8,0.291,1.0,2.3,3.6,1.97
14-01-2012,0.2,10.2,15.7,5.6,52.0,6.9,0.1002,21.9,1490.0,2.84,0.687,0.483,0,0.0352,3.2,2.25,0.17,226.3,-0.216,1.0,2.2,3.7,1.87
15-01-2012,0.7,10.5,17.1,6.2,67.4,3.5,0.1809,27.1,1443.0,3.1,0.562,0.429,0,0.0318,10.27,1.52,0.99,227.2,0.671,1.5,2.4,4.3,2.29
16-01-2012,0.2,15.1,19.7,8.8,58.6,2.7,0.1795,28.4,1446.0,2.8,0.601,0.419,0,0.0048,8.54,0.34,2.31,117.0,-0.669,1.1,2.5,4.0,2.15
17-01-2012,0.1,11.4,16.8,6.6,63.4,3.9,0.1865,30.0,1408.0,3.4,0.493,0.33,3,0.0099,8.65,0.12,0.82,130.6,-0.502,1.0,2.2,3.9,1.92
18-01-2012,0.3,11.6,19.6,4.8,61.9,3.1,0.2063,20.8,1423.0,2.41,0.612,0.398,3,0.0479,11.45,1.06,0.05,186.1,-0.285,0.6,2.3,4.0,1.94
19-01-2012,0.2,11.8,16.6,5.9,47.1,1.8,0.1762,32.0,1484.0,3.13,0.615,0.252,0,0.0062,10.19,1.24,0.05,70.2,-0.236,0.6,2.3,4.1,1.85
20-01-2012,0.1,14.6,18.6,8.3,60.3,1.2,0.1506,27.6,1434.0,2.17,0.643,0.412,0,0.0447,5.3,1.56,1.28,166.1,-0.108,0.6,1.8,4.1,1.67
21-01-2012,0.3,11.5,15.5,5.0,43.6,6.3,0.2623,32.6,1478.0,2.05,0.565,0.5,3,0.0134,12.95,0.32,1.32,122.9,0.335,0.6,1.9,4.1,1.72
22-01-2012,0.1,6.8,12.1,3.2,58.6,15.2,0.3257,33.5,1460.0,2.77,0.604,0.522,0,0.0236,14.98,2.25,0.52,335.2,0.431,0.5,1.3,3.7,1.56
23-01-2012,0.4,8.8,14.7,3.4,58.5,5.7,0.1647,39.0,1532.0,1.8,0.501,0.303,1,0.001,7.62,0.8,0.76,311.6,-0.251,0.8,1.5,4.0,1.73
24-01-2012,0.3,12.2,18.1,5.3,72.4,2.5,0.2652,24.7,1313.0,2.58,0.606,0.408,0,0.0295,15.29,0.38,1.14,239.1,0.352,0.8,1.7,3.9,1.77
25-01-2012,0.6,10.1,16.0,6.4,66.6,8.2,0.1658,16.6,1403.0,2.14,0.571,0.268,0,0.0337,7.86,3.85,1.28,249.2,-0.464,1.3,2.0,4.3,2.1
26-01-2012,0.3,10.8,13.9,6.3,51.2,17.6,0.3016,30.1,1420.0,2.9,0.579,0.402,1,0.0003,14.98,0.97,0.59,249.1,0.048,1.2,2.1,4.4,2.09
27-01-2012,0.1,10.1,15.6,5.8,59.9,2.6,0.1466,27.6,1403.0,3.55,0.665,0.455,2,0.018,7.22,0.68,0.55,342.9,-0.361,1.0,2.1,3.9,1.87
28-01-2012,0.5,11.3,17.7,6.6,64.7,6.1,0.1683,30.8,1390.0,2.61,0.537,0.411,1,0.0299,4.16,1.01,3.66,22.9,-0.079,0.9,2.3,4.2,2.09
29-01-2012,0.2,10.0,16.3,3.1,68.7,9.9,0.167,29.7,1442.0,2.67,0.598,0.216,2,0.0615,8.59,1.27,0.46,117.8,-0.271,0.8,2.4,3.7,1.98
30-01-2012,0.1,8.2,15.0,3.7,54.6,1.9,0.1887,31.4,1427.0,2.32,0.542,0.459,0,0.0028,9.32,2.87,0.91,48.8,0.162,0.8,2.1,3.6,1.78
31-01-2012,0.1,10.3,18.0,4.8,69.1,1.6,0.1471,33.6,1509.0,2.63,0.588,0.449,1,0.0098,2.53,0.1,0.07,308.4,-0.197,0.4,1.9,3.6,1.61
01-02-2012,0.2,11.4,16.7,7.6,59.6,6.9,0.1695,44.4,1539.0,2.4,0.607,0.27,1,0.0147,10.12,0.15,1.86,94.0,-0.462,0.4,1.5,3.5,1.57
02-02-2012,0.5,12.2,15.9,6.0,65.8,4.7,0.1534,18.0,1474.0,2.8,0.55,0.376,0,0.0015,8.78,0.15,3.15,222.3,-0.382,0.8,1.7,3.8,1.84
03-02-2012,0.5,13.8,18.3,8.5,55.6,1.8,0.1591,37.0,1496.0,2.81,0.573,0.591,0,0.0033,6.32,1.27,0.22,209.3,0.417,1.2,2.1,4.2,2.06
04-02-2012,0.2,14.8,18.0,8.2,51.6,12.2,0.3002,20.6,1474.0,2.48,0.611,0.35,0,0.0021,11.82,1.85,1.26,144.1,-0.247,1.2,1.8,4.1,1.95
05-02-2012,2.3,12.5,19.5,6.5,66.1,1.8,0.2826,36.6,1565.0,3.01,0.564,0.413,0,0.0038,11.14,3.53,2.0,113.4,0.34,3.0,3.9,6.3,3.96
06-02-2012,0.3,14.1,20.1,11.0,65.2,6.8,0.1047,27.2,1398.0,2.76,0.668,0.505,2,0.0195,1.67,3.51,0.22,41.5,-0.034,2.8,4.1,6.2,3.67
07-02-2012,0.4,15.3,23.1,12.0,41.5,0.8,0.128,47.5,1354.0,2.35,0.527,0.341,2,0.0339,5.19,3.92,0.59,343.2,-0.096,3.0,4.4,6.3,3.52
08-02-2012,0.1,11.4,18.4,8.0,50.0,16.7,0.3232,26.7,1547.0,3.22,0.61,0.62,0,0.0171,15.39,1.9,2.0,145.0,0.28,0.8,4.3,5.8,3.09
09-02-2012,1.1,13.7,18.2,6.8,77.8,9.6,0.2629,45.1,1504.0,2.29,0.629,0.545,1,0.0276,16.44,0.47,0.68,184.0,0.329,1.6,4.9,6.6,3.72
10-02-2012,0.2,12.4,18.8,7.6,48.4,3.7,0.2258,26.3,1391.0,2.66,0.543,0.412,3,0.0628,10.71,2.18,0.7,4.5,0.04,1.4,4.6,6.7,3.37
11-02-2012,0.1,13.9,21.2,7.7,60.6,4.2,0.3019,39.2,1437.0,2.92,0.609,0.34,1,0.0765,14.58,3.34,0.33,240.3,-0.053,1.4,4.5,6.3,2.96
12-02-2012,0.8,12.5,17.0,8.0,63.5,5.0,0.1572,31.3,1455.0,3.04,0.632,0.29,2,0.004,8.56,1.67,1.45,309.0,-0.094,1.1,3.0,6.9,3.32
13-02-2012,0.1,13.8,17.9,8.4,49.9,2.9,0.2137,27.3,1403.0,2.24,0.528,0.355,2,0.0147,6.82,2.34,0.4,325.1,-0.536,1.0,2.8,6.9,2.92
14-02-2012,0.1,12.5,17.7,7.2,47.5,1.5,0.2291,25.1,1407.0,2.7,0.645,0.467,0,0.0014,11.54,3.4,2.31,288.2,-0.157,1.0,2.5,6.9,2.58
15-02-2012,0.5,9.4,17.1,4.5,63.8,9.0,0.365,26.3,1425.0,2.77,0.583,0.616,1,0.0085,18.47,0.61,1.6,347.7,0.601,0.7,2.9,7.2,2.69
16-02-2012,0.2,12.1,16.3,8.2,65.0,10.8,0.3027,37.4,1356.0,2.87,0.686,0.365,0,0.0273,16.71,0.14,0.23,305.0,0.721,0.8,2.0,6.9,2.49
17-02-2012,0.4,9.9,14.9,6.4,40.1,6.2,0.1949,38.7,1430.0,2.29,0.616,0.345,0,0.0141,13.66,2.87,0.66,22.7,0.209,1.1,2.2,6.8,2.52
18-02-2012,0.0,12.6,16.2,7.0,58.0,6.0,0.1551,32.5,1439.0,3.13,0.513,0.503,0,0.0007,4.82,0.64,1.5,86.6,-0.111,0.6,2.1,6.6,2.14
19-02-2012,0.1,14.1,19.4,8.7,57.8,2.2,0.2288,21.9,1430.0,2.28,0.609,0.279,0,0.002,13.07,4.88,0.05,41.9,-0.42,0.5,1.4,4.4,1.92
20-02-2012,0.3,12.8,17.2,7.8,35.3,14.8,0.0579,34.4,1419.0,2.75,0.613,0.489,0,0.0109,3.45,0.9,0.1,353.6,0.273,0.4,1.6,4.4,1.93
21-02-2012,1.9,14.4,18.5,9.5,67.7,2.6,0.2519,40.0,1417.0,2.64,0.57,0.209,1,0.0032,13.35,0.46,0.72,100.5,0.075,2.3,3.4,5.9,3.54
22-02-2012,0.7,12.8,19.2,8.1,62.1,5.2,0.293,51.7,1460.0,3.13,0.651,0.38,0,0.008,15.08,1.55,0.72,120.2,0.204,2.9,3.6,6.5,3.71
23-02-2012,1.9,11.8,18.6,7.8,62.0,2.6,0.1594,34.6,1416.0,3.26,0.606,0.612,1,0.164,9.99,0.43,1.83,12.1,0.36,4.5,5.3,7.3,5.05
24-02-2012,1.0,14.3,20.4,8.4,64.0,5.0,0.1076,25.2,1431.0,2.26,0.634,0.383,3,0.0028,6.58,0.99,1.0,202.6,0.024,3.6,5.9,8.1,5.3
25-02-2012,0.1,11.7,17.9,8.2,53.6,4.8,0.2058,36.9,1410.0,3.1,0.6,0.347,1,0.0787,9.91,0.82,0.67,93.1,-0.455,3.0,6.0,8.1,4.6
26-02-2012,0.8,15.5,22.4,9.5,72.6,2.9,0.2232,14.4,1406.0,2.68,0.59,0.639,0,0.0129,10.36,1.74,0.34,168.7,-0.561,1.9,6.7,8.1,4.71
27-02-2012,0.1,11.1,18.1,6.8,41.9,13.3,0.299,28.2,1467.0,1.96,0.552,0.487,1,0.0065,14.43,0.5,0.43,269.6,0.057,1.0,6.5,8.1,4.1
28-02-2012,0.8,11.7,17.1,4.9,59.8,9.4,0.1048,28.7,1420.0,2.61,0.598,0.387,0,0.0234,5.95,0.61,1.07,141.1,0.132,1.7,5.4,8.8,4.29
29-02-2012,0.8,16.2,22.1,9.7,59.3,10.1,0.2144,22.1,1510.0,2.34,0.61,0.379,0,0.0023,11.76,0.1,0.12,30.3,-0.257,1.7,5.5,9.1,4.45
01-03-2012,3.3,17.4,24.1,10.7,51.9,8.1,0.2753,24.5,1469.0,3.15,0.67,0.291,2,0.0026,13.02,0.1,0.96,286.4,0.048,4.9,6.9,12.2,7.08
02-03-2012,2.7,16.3,24.0,11.7,67.4,14.0,0.3033,29.1,1405.0,2.68,0.573,0.399,0,0.0091,16.03,0.91,0.32,156.5,-0.48,6.8,8.6,14.5,8.72
03-03-2012,1.0,19.6,26.5,13.4,52.6,2.8,0.3525,25.6,1485.0,2.9,0.552,0.257,0,0.0356,19.82,3.41,1.4,264.2,0.046,7.0,9.5,15.5,8.41
04-03-2012,0.8,14.8,20.7,10.4,62.6,2.2,0.0684,21.3,1410.0,3.13,0.577,0.39,0,0.0163,5.87,2.69,0.65,43.4,-0.201,4.5,9.5,16.2,7.95
05-03-2012,2.3,16.7,20.4,10.3,62.0,6.0,0.2511,35.0,1442.0,2.53,0.545,0.417,0,0.0025,10.14,1.34,1.81,133.4,-0.538,4.1,11.7,18.2,9.06
06-03-2012,1.2,17.9,22.2,13.4,65.9,10.8,0.2864,28.8,1515.0,2.56,0.605,0.4,1,0.0491,13.11,0.5,0.66,83.6,-0.503,4.3,12.1,17.5,8.9
07-03-2012,1.0,15.0,21.4,10.3,48.0,3.6,0.1572,37.3,1418.0,1.72,0.637,0.399,1,0.0089,10.19,1.1,0.76,86.1,-0.146,4.5,12.3,17.8,8.56
08-03-2012,0.4,18.3,22.9,14.1,63.8,3.8,0.1378,35.8,1460.0,3.03,0.529,0.346,0,0.0048,5.62,0.71,2.48,9.6,0.224,2.6,9.4,16.3,7.68
09-03-2012,2.7,14.1,21.8,10.2,50.5,1.9,0.3095,28.4,1534.0,3.14,0.591,0.553,2,0.04,11.07,1.39,0.31,149.4,0.615,4.1,9.4,18.0,9.23
10-03-2012,1.9,14.4,19.7,10.3,72.0,5.8,0.306,27.7,1426.0,2.47,0.609,0.381,0,0.0227,17.09,1.06,1.66,319.8,-0.334,5.0,10.3,19.8,9.74
11-03-2012,2.0,17.5,21.5,12.0,55.6,5.5,0.1936,26.4,1475.0,2.58,0.59,0.264,0,0.0136,8.77,5.94,1.02,132.6,0.384,6.6,11.5,21.0,10.28
12-03-2012,0.2,16.5,24.1,9.6,47.0,1.1,0.2109,30.6,1454.0,3.02,0.611,0.264,1,0.0038,10.82,4.14,1.48,84.1,-0.34,4.1,9.4,21.1,8.94
13-03-2012,3.4,18.4,22.3,11.4,46.7,6.0,0.1829,29.9,1389.0,2.98,0.534,0.421,0,0.004,9.28,6.18,1.91,252.7,-0.278,5.6,11.6,23.7,11.0
14-03-2012,2.6,15.8,22.6,10.7,76.0,10.3,0.1416,28.8,1407.0,3.25,0.62,0.444,0,0.0051,7.19,3.32,0.57,276.1,0.101,6.2,13.2,25.5,11.95
15-03-2012,2.9,16.8,23.9,10.9,64.9,10.8,0.2844,26.3,1454.0,2.19,0.662,0.466,2,0.0007,13.88,1.85,0.37,260.4,0.32,8.9,15.7,25.1,13.06
16-03-2012,3.7,17.1,22.7,12.1,66.1,6.4,0.2465,41.3,1478.0,3.04,0.594,0.292,0,0.0097,14.06,2.51,0.05,264.6,0.018,9.2,16.7,26.1,14.8
17-03-2012,1.5,18.0,21.6,15.0,59.3,9.9,0.1049,34.3,1360.0,2.96,0.634,0.311,0,0.0096,5.79,0.1,1.44,252.7,0.83,8.1,16.3,26.6,14.08
18-03-2012,1.5,16.1,21.5,9.4,53.0,7.4,0.0549,35.2,1412.0,3.34,0.61,0.542,3,0.0161,0.0,2.8,0.05,182.5,0.056,6.7,15.8,27.3,13.47
19-03-2012,4.4,15.6,21.3,9.3,64.0,7.2,0.1049,24.2,1460.0,2.57,0.548,0.535,3,0.0015,5.65,0.94,0.07,163.1,0.287,7.4,20.0,29.4,15.85
20-03-2012,2.3,17.9,23.2,14.1,63.3,5.9,0.1913,28.5,1420.0,2.97,0.564,0.342,1,0.0686,7.12,0.49,0.5,115.9,0.013,8.2,18.9,30.5,15.77
21-03-2012,3.3,15.1,19.0,11.0,48.9,10.4,0.2065,24.2,1521.0,2.9,0.563,0.5,0,0.0343,12.6,5.16,0.83,134.2,0.275,10.0,19.6,32.8,16.7
22-03-2012,1.5,16.8,21.7,12.6,72.3,3.2,0.14,29.3,1499.0,2.55,0.536,0.278,1,0.0357,4.56,0.94,0.22,180.3,0.076,7.1,18.2,33.9,15.7
23-03-2012,0.3,17.0,20.1,11.2,59.6,7.1,0.2021,37.7,1422.0,2.79,0.718,0.306,1,0.0106,11.06,0.59,0.52,29.2,0.203,5.1,14.8,31.5,13.64
24-03-2012,1.5,16.9,23.1,13.5,64.7,1.2,0.1557,32.9,1473.0,2.85,0.573,0.337,2,0.0003,8.83,3.23,0.52,353.5,0.007,3.3,14.8,31.1,13.1
25-03-2012,3.1,19.2,22.8,15.2,67.4,4.5,0.3846,30.1,1456.0,2.8,0.665,0.494,2,0.0062,22.3,4.39,0.43,172.3,0.247,4.9,16.4,32.2,14.23
26-03-2012,3.2,16.9,21.4,13.0,51.4,5.9,0.196,25.2,1493.0,3.17,0.49,0.242,0,0.0103,10.01,0.5,0.84,128.6,-0.174,7.8,15.2,35.2,15.3
27-03-2012,2.4,17.6,21.7,13.2,68.4,3.4,0.1325,33.1,1461.0,3.12,0.584,0.215,3,0.0212,8.09,1.64,0.08,278.0,0.211,8.7,15.3,34.2,15.4
28-03-2012,1.3,16.1,20.5,10.2,63.2,0.7,0.1757,26.6,1472.0,2.64,0.567,0.482,1,0.0254,8.09,0.26,1.11,352.6,0.429,6.9,13.3,32.9,14.39
29-03-2012,2.7,17.2,23.3,11.9,66.8,9.7,0.303,21.7,1449.0,3.41,0.634,0.56,0,0.0196,14.91,4.38,2.19,43.6,-0.515,6.4,14.5,32.7,14.93
30-03-2012,0.8,16.4,21.3,12.8,40.3,3.2,0.306,40.4,1384.0,2.94,0.709,0.615,1,0.0094,15.97,1.76,0.09,108.6,-0.313,4.8,15.0,29.8,13.49
31-03-2012,3.3,15.6,23.4,8.9,58.5,10.4,0.2953,12.8,1475.0,3.04,0.554,0.572,0,0.0206,14.35,0.53,0.48,13.8,-0.204,6.8,16.8,31.6,14.77
01-04-2012,4.0,19.7,25.1,16.1,47.4,1.3,0.156,37.8,1347.0,2.61,0.632,0.423,3,0.0002,7.32,0.43,0.85,69.9,0.273,8.1,17.7,34.1,16.55
02-04-2012,4.5,19.8,25.7,15.4,42.3,11.1,0.243,30.2,1472.0,2.37,0.607,0.39,3,0.0222,13.18,2.22,0.53,52.5,0.406,11.8,19.0,34.2,18.57
03-04-2012,9.6,18.9,26.1,13.2,75.5,4.6,0.26,21.1,1466.0,2.29,0.567,0.529,1,0.0051,17.0,9.55,2.65,172.6,-0.31,18.1,26.2,41.5,25.39
04-04-2012,1.6,20.2,26.0,14.0,54.8,9.2,0.1914,23.6,1458.0,2.97,0.643,0.328,3,0.0213,10.35,2.53,1.14,150.0,0.032,15.7,26.5,39.8,23.18
05-04-2012,1.2,19.8,25.6,15.5,68.8,15.5,0.2984,20.8,1495.0,2.81,0.613,0.314,0,0.0057,14.04,3.64,1.48,254.6,-0.086,12.4,25.0,39.5,20.9
06-04-2012,4.4,19.6,22.7,15.1,54.9,9.9,0.2354,26.6,1519.0,2.62,0.628,0.445,3,0.0139,12.12,0.89,0.06,149.0,0.274,7.2,28.6,43.6,22.17
07-04-2012,4.5,19.0,22.0,15.4,53.7,4.9,0.358,32.3,1454.0,2.15,0.538,0.535,3,0.0376,21.26,5.74,0.54,16.2,0.307,10.1,29.8,46.6,23.34
08-04-2012,5.4,19.8,26.1,14.5,65.2,7.9,0.2123,30.1,1455.0,2.24,0.598,0.564,3,0.0095,10.35,1.16,0.61,211.7,0.14,14.3,31.2,48.9,25.24
09-04-2012,8.9,22.3,26.7,17.9,87.0,2.2,0.278,31.8,1432.0,3.42,0.511,0.349,1,0.0601,17.49,1.76,0.28,81.4,0.156,18.8,35.6,54.6,30.35
10-04-2012,1.0,18.1,24.5,12.1,47.2,2.4,0.2701,33.8,1446.0,2.25,0.657,0.539,1,0.0137,13.76,1.11,0.46,216.0,0.143,15.3,27.0,53.2,26.8
11-04-2012,4.6,20.9,24.0,14.4,67.9,10.0,0.1035,36.1,1463.0,2.59,0.589,0.542,1,0.0117,4.68,0.51,0.75,117.2,0.131,14.5,30.0,56.5,27.38
12-04-2012,9.3,18.9,24.7,14.9,63.1,6.4,0.228,31.3,1458.0,2.09,0.567,0.378,1,0.0056,15.95,0.53,1.08,327.1,0.565,14.9,38.1,63.1,32.57
13-04-2012,5.5,19.1,24.1,13.7,54.4,2.6,0.2186,25.9,1470.0,2.7,0.589,0.438,3,0.0018,15.46,2.0,0.26,211.9,-0.282,19.4,39.2,67.8,33.19
