time,precipitation_sum (mm),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),soil_moisture_0_to_7cm_mean (m³/m³),slope_deg,elevation_m,soil_depth_m,geology_susceptibility,ndvi,land_use,seismic_pga (g),pore_water_pressure (kPa),distance_to_road (km),distance_to_stream (km),aspect_deg,curvature,rain_3d_sum (mm),rain_7d_sum (mm),rain_14d_sum (mm),antecedent_precip_index (mm)
14-07-2011,35.1,18.0,21.1,14.2,89.8,15.7,0.2756,41.5,2057.0,1.85,0.669,0.517,3,0.0128,23.24,2.77,1.76,199.9,-0.13,79.9,368.8,572.9,299.67
15-07-2011,54.0,19.7,25.3,16.3,77.1,6.5,0.4784,39.6,2123.0,2.08,0.778,0.682,1,0.1875,38.87,0.45,0.46,169.7,0.049,120.8,417.8,583.4,308.72
16-07-2011,70.3,20.1,27.8,14.2,83.7,0.3,0.5164,30.2,2036.0,1.36,0.748,0.46,1,0.0006,42.94,3.23,2.51,127.3,-0.751,159.4,433.9,638.7,332.71
17-07-2011,30.7,20.1,24.8,15.1,91.8,20.0,0.3056,51.3,2014.0,1.74,0.783,0.494,3,0.0117,25.29,0.14,1.2,223.2,-0.144,155.0,415.3,648.8,313.51
18-07-2011,32.3,18.9,23.3,12.0,70.0,2.4,0.5011,45.4,2041.0,2.63,0.75,0.493,0,0.0005,36.59,0.89,3.07,182.7,0.242,133.3,267.2,649.5,298.78
19-07-2011,69.8,19.2,25.3,12.6,68.0,1.3,0.2655,27.4,2083.0,2.32,0.754,0.314,2,0.0123,32.46,3.48,3.28,347.0,0.366,132.8,323.9,689.3,323.76
20-07-2011,96.1,20.2,27.7,16.5,78.7,1.8,0.3874,32.5,2068.0,1.75,0.696,0.484,0,0.01,48.61,1.6,0.1,247.8,0.22,198.2,388.3,741.9,371.3
21-07-2011,81.5,18.8,22.5,14.9,89.0,11.1,0.2922,30.2,2073.0,2.25,0.688,0.42,3,0.0082,40.57,0.19,1.21,95.2,0.33,247.4,434.7,803.5,397.1
22-07-2011,43.4,16.3,20.0,10.7,99.6,4.4,0.305,43.5,2057.0,1.46,0.815,0.551,2,0.0022,30.42,0.55,0.39,346.4,0.032,221.0,424.1,841.9,380.94
23-07-2011,58.4,20.0,24.4,16.5,81.1,11.2,0.2561,29.2,2033.0,1.66,0.729,0.607,0,0.0015,31.29,2.46,0.37,350.6,0.089,183.3,412.2,846.1,382.2
24-07-2011,36.5,18.3,25.2,11.4,71.1,7.3,0.3478,23.6,2062.0,2.14,0.684,0.717,1,0.0122,27.32,4.54,1.3,24.4,-0.123,138.3,418.0,833.3,361.37
25-07-2011,69.7,19.1,26.1,15.7,84.1,3.5,0.3412,32.4,2018.0,1.72,0.743,0.384,0,0.0199,39.0,2.64,0.7,12.6,0.139,164.6,455.4,722.6,376.86
26-07-2011,80.2,18.7,23.4,12.4,73.0,2.5,0.2397,33.4,2012.0,1.84,0.668,0.501,1,0.0108,38.24,1.23,1.99,70.4,0.566,186.4,465.8,789.7,400.53
27-07-2011,11.6,18.6,22.0,15.1,58.6,5.7,0.398,41.3,1988.0,1.87,0.621,0.573,0,0.017,20.47,0.2,0.25,24.0,-0.826,161.5,381.3,769.6,352.05
28-07-2011,23.2,18.1,24.3,11.8,72.7,0.6,0.447,44.5,2056.0,2.2,0.673,0.789,0,0.0058,34.21,0.42,3.07,133.3,0.017,115.0,323.0,757.7,322.45
29-07-2011,19.1,19.2,24.5,13.1,90.4,3.2,0.527,43.7,2083.0,2.44,0.744,0.529,0,0.0024,31.89,0.77,0.05,114.7,0.14,53.9,298.7,722.8,293.18
30-07-2011,51.2,18.4,25.3,15.2,93.7,3.9,0.4732,31.8,1975.0,2.28,0.663,0.626,2,0.0196,40.65,0.32,0.87,335.7,-0.384,93.5,291.5,703.7,300.4
31-07-2011,21.1,19.2,24.1,14.1,74.6,1.3,0.41,36.7,2100.0,2.31,0.722,0.543,1,0.0032,27.9,3.49,1.13,316.7,0.371,91.4,276.1,694.1,276.44
01-08-2011,29.7,19.0,27.0,13.5,87.2,11.2,0.4321,43.1,1877.0,1.72,0.776,0.587,3,0.0152,27.37,0.42,0.47,170.9,-0.6,102.0,236.1,691.5,264.68
02-08-2011,40.7,18.8,25.1,14.0,90.3,10.3,0.55,38.2,2071.0,2.06,0.8,0.453,3,0.0179,35.9,1.42,1.2,202.1,0.815,91.5,196.6,662.4,265.67
03-08-2011,26.8,19.1,22.7,15.4,89.8,2.6,0.4079,24.7,2060.0,2.17,0.727,0.563,3,0.0024,28.55,2.44,0.39,277.9,-0.065,97.2,211.8,593.1,252.62
04-08-2011,28.2,19.5,25.2,12.5,72.2,17.9,0.3197,14.2,2002.0,1.82,0.799,0.545,0,0.0382,22.12,1.74,0.18,142.7,-0.321,95.7,216.8,539.8,242.93
05-08-2011,30.3,19.3,24.4,13.0,85.8,7.3,0.4429,27.1,2024.0,1.89,0.631,0.607,0,0.0075,32.7,0.1,1.1,308.3,-0.069,85.3,228.0,526.7,236.79
06-08-2011,26.2,19.0,23.5,12.5,96.1,4.6,0.3211,28.8,2006.0,2.57,0.728,0.539,1,0.0157,23.11,1.93,0.1,70.7,-0.14,84.7,203.0,494.5,227.47
07-08-2011,26.2,19.7,26.7,16.0,76.9,4.7,0.3421,43.5,2035.0,1.79,0.665,0.626,1,0.0237,25.38,0.89,0.76,133.2,0.081,82.7,208.1,484.2,219.55
08-08-2011,28.0,17.5,22.5,13.8,86.2,7.3,0.245,32.6,2165.0,1.67,0.731,0.502,0,0.0071,20.03,4.41,0.55,165.0,-0.057,80.4,206.4,442.5,214.62
09-08-2011,33.5,19.1,26.4,13.6,80.5,14.7,0.3298,33.1,2085.0,2.33,0.762,0.441,0,0.0192,26.25,1.53,1.08,322.4,0.386,87.7,199.2,395.8,215.93
10-08-2011,46.7,18.9,24.0,12.1,96.8,1.0,0.424,34.2,2060.0,1.95,0.759,0.547,1,0.0006,33.45,1.72,0.29,203.3,-0.127,108.2,219.1,430.9,230.24
11-08-2011,26.0,19.4,27.4,14.7,79.7,5.7,0.3236,36.0,1995.0,2.07,0.68,0.538,1,0.0063,22.3,0.1,0.6,118.7,0.294,106.2,216.9,433.7,221.7
12-08-2011,33.0,18.7,25.7,12.9,82.1,4.8,0.3819,24.6,2057.0,1.94,0.667,0.709,2,0.0208,27.4,0.19,0.06,203.5,-0.438,105.7,219.6,447.6,221.45
13-08-2011,40.7,19.3,27.0,12.8,98.4,10.9,0.4377,45.8,2027.0,2.61,0.719,0.54,1,0.0101,31.33,2.26,0.13,220.8,0.246,99.7,234.1,437.1,228.93
14-08-2011,47.6,17.9,24.1,14.0,93.1,6.1,0.3378,36.6,2093.0,1.82,0.662,0.624,0,0.0311,30.83,0.85,0.54,180.5,0.026,121.3,255.5,463.6,242.19
15-08-2011,33.4,19.8,26.1,14.5,74.9,1.2,0.3052,39.8,1963.0,2.32,0.786,0.766,3,0.0001,28.18,0.14,1.27,358.8,0.227,121.7,260.9,467.3,239.26
16-08-2011,56.4,19.5,26.7,16.1,69.0,0.1,0.3069,29.3,2047.0,1.65,0.777,0.571,2,0.028,31.61,1.05,0.51,264.5,0.348,137.4,283.8,483.0,259.77
17-08-2011,59.5,18.8,26.1,15.6,73.4,6.0,0.4184,34.6,2108.0,2.02,0.762,0.703,1,0.0026,41.92,0.28,0.46,144.5,-0.323,149.3,296.6,515.7,280.31
18-08-2011,17.5,19.3,22.3,13.5,79.1,9.0,0.4676,49.2,1971.0,1.94,0.763,0.456,1,0.0198,29.59,0.71,0.59,201.0,-0.109,133.4,288.1,505.0,255.76
19-08-2011,33.7,20.3,25.0,13.4,99.4,9.8,0.3353,13.0,2003.0,1.58,0.764,0.496,1,0.0029,24.74,0.36,0.75,161.7,0.185,110.7,288.8,508.4,251.1
20-08-2011,56.7,18.5,21.6,11.8,75.6,2.2,0.2888,37.5,2129.0,1.38,0.802,0.459,0,0.0031,28.2,0.74,0.21,267.1,-0.137,107.9,304.8,538.9,270.13
21-08-2011,13.0,18.0,21.9,14.3,82.5,4.6,0.3099,40.0,2059.0,1.7,0.721,0.441,1,0.0084,18.97,1.11,1.01,33.7,0.195,103.4,270.2,525.7,242.61
22-08-2011,28.4,17.6,24.4,14.0,99.8,6.6,0.4667,34.8,2047.0,1.45,0.745,0.306,3,0.0125,33.19,1.32,3.77,22.9,0.415,98.1,265.2,526.1,234.62
23-08-2011,20.4,19.5,25.2,13.1,89.4,3.5,0.5198,55.3,2029.0,1.82,0.709,0.573,1,0.0031,29.77,0.64,0.29,255.4,0.286,61.8,229.2,513.0,219.83
24-08-2011,36.2,19.4,24.7,14.2,88.0,2.7,0.3305,27.5,2067.0,1.75,0.863,0.432,0,0.0005,27.64,2.22,0.57,331.5,0.238,85.0,205.9,502.5,223.05
25-08-2011,27.7,18.7,22.9,11.9,75.2,6.8,0.3787,28.1,2084.0,1.48,0.668,0.471,1,0.0079,28.83,0.1,0.45,257.8,0.019,84.3,216.1,504.2,217.3
26-08-2011,73.5,19.2,23.0,15.7,92.5,4.8,0.4832,28.5,2153.0,2.22,0.677,0.673,0,0.0165,45.26,0.34,0.23,248.4,0.054,137.4,255.9,544.7,258.2
27-08-2011,43.9,19.6,23.8,14.9,65.4,2.2,0.2751,45.6,2029.0,3.07,0.706,0.466,0,0.0164,29.37,0.49,0.28,197.8,0.126,145.1,243.1,547.9,263.37
28-08-2011,35.9,18.6,22.0,13.6,81.1,2.5,0.3891,34.1,2053.0,2.27,0.804,0.366,2,0.0071,28.77,0.95,0.13,82.4,-0.196,153.3,266.0,536.2,259.77
29-08-2011,24.8,18.7,24.3,14.8,84.1,1.5,0.2791,36.3,1992.0,2.25,0.683,0.488,0,0.0281,21.29,2.68,6.01,154.0,-0.431,104.6,262.4,527.6,245.6
30-08-2011,43.8,18.2,25.0,14.0,93.7,5.3,0.4762,43.4,2123.0,1.81,0.636,0.754,3,0.0098,35.36,1.26,1.15,132.2,0.559,104.5,285.8,515.0,252.56
31-08-2011,18.3,19.1,26.5,13.6,75.6,10.1,0.2931,34.3,2125.0,1.97,0.676,0.602,0,0.0147,18.56,1.65,0.05,180.9,-0.268,86.9,267.9,473.8,232.98
01-09-2011,17.8,18.8,25.6,14.1,79.0,5.7,0.2046,31.9,2095.0,2.22,0.763,0.554,3,0.003,19.57,1.9,0.38,83.2,-0.299,79.9,258.0,474.1,215.83
02-09-2011,8.7,17.4,20.7,10.9,100.0,4.3,0.2232,33.9,1996.0,2.16,0.692,0.585,0,0.021,12.21,0.38,0.19,12.1,0.399,44.8,193.2,449.1,192.16
03-09-2011,30.0,18.5,25.9,15.3,86.9,4.7,0.4066,37.1,2067.0,2.63,0.729,0.578,0,0.0083,28.36,1.98,0.26,221.4,0.004,56.5,179.3,422.4,193.33
04-09-2011,8.1,18.7,26.2,14.6,83.4,8.8,0.3408,35.5,2067.0,1.66,0.809,0.665,0,0.0052,18.73,0.1,0.81,205.0,0.188,46.8,151.5,417.5,172.43
05-09-2011,20.0,18.1,25.6,12.8,91.2,3.3,0.3922,29.2,2034.0,2.55,0.728,0.554,0,0.0041,24.02,1.14,1.13,157.4,-0.302,58.1,146.7,409.1,166.57
06-09-2011,14.9,19.1,23.3,12.4,83.3,0.9,0.3497,41.6,2008.0,2.2,0.731,0.427,0,0.0033,24.35,6.95,0.23,141.7,0.115,43.0,117.8,403.6,156.48
07-09-2011,26.8,18.8,24.4,15.1,85.1,11.5,0.1943,22.5,2111.0,2.16,0.747,0.613,0,0.0035,17.87,0.15,0.3,340.0,0.227,61.7,126.3,394.2,159.81
08-09-2011,3.4,17.4,22.6,14.2,92.0,0.5,0.4509,35.3,2042.0,1.22,0.768,0.654,0,0.0036,21.64,0.1,1.66,309.0,-0.128,45.1,111.9,369.9,139.24
09-09-2011,13.5,17.8,23.6,12.4,72.9,5.4,0.3977,19.9,1998.0,1.74,0.723,0.403,3,0.0012,23.97,1.45,0.24,257.2,-0.35,43.7,116.7,309.9,131.85
10-09-2011,33.5,18.3,24.4,14.3,89.9,15.8,0.3017,37.4,1996.0,2.42,0.734,0.531,1,0.0092,25.23,0.1,0.07,77.7,-0.042,50.4,120.2,299.5,145.57
11-09-2011,13.6,18.4,26.1,12.4,78.6,19.2,0.3569,32.5,2084.0,1.88,0.78,0.596,1,0.0064,21.34,1.32,0.15,343.7,0.203,60.6,125.7,277.2,137.34
12-09-2011,30.0,20.6,27.4,15.4,77.7,9.4,0.3102,25.0,2118.0,2.27,0.684,0.491,0,0.034,24.53,5.57,1.64,315.9,0.165,77.1,135.7,282.4,146.74
13-09-2011,9.4,18.2,24.6,11.4,99.6,14.1,0.4165,47.5,2047.0,2.51,0.684,0.466,0,0.0085,22.94,0.82,0.7,0.0,-0.46,53.0,130.2,248.0,134.13
14-09-2011,5.4,19.0,23.4,15.0,100.0,3.9,0.3989,31.9,2054.0,2.21,0.734,0.483,1,0.0013,21.62,4.03,0.67,203.4,0.337,44.8,108.8,235.1,119.41
15-09-2011,28.8,18.4,24.5,12.1,95.7,3.4,0.4778,41.2,2038.0,2.83,0.783,0.6,1,0.0037,33.7,1.1,0.14,308.9,0.227,43.6,134.2,246.1,130.3
16-09-2011,24.1,18.6,23.7,15.6,63.8,1.8,0.4183,32.8,2060.0,2.72,0.727,0.364,0,0.0081,26.81,3.22,1.2,222.2,0.227,58.3,144.8,261.5,134.85
17-09-2011,20.3,17.9,22.0,13.3,91.9,1.0,0.532,44.0,1981.0,1.72,0.65,0.479,0,0.008,31.66,3.99,0.42,7.9,-0.048,73.2,131.6,251.8,134.92
18-09-2011,38.5,18.0,24.4,11.8,60.5,6.5,0.4443,19.8,1996.0,2.17,0.756,0.479,0,0.0152,31.69,0.1,1.45,212.9,0.193,82.9,156.5,282.2,153.19
19-09-2011,20.5,18.4,22.6,14.9,91.2,0.7,0.2467,32.6,2057.0,2.38,0.869,0.781,1,0.0079,19.88,2.39,1.89,162.2,-0.136,79.3,147.0,282.7,150.71
20-09-2011,15.1,16.8,22.8,10.0,73.3,7.8,0.334,36.2,2049.0,2.04,0.774,0.528,2,0.0002,21.07,1.77,0.11,206.1,-0.309,74.1,152.7,282.9,143.2
21-09-2011,22.1,18.7,26.2,15.6,79.0,7.2,0.3253,41.1,1966.0,1.75,0.652,0.474,3,0.0026,21.58,0.2,0.28,201.0,0.518,57.7,169.4,278.2,143.82
22-09-2011,28.2,20.2,25.3,14.4,77.6,1.0,0.5377,28.9,2005.0,1.48,0.667,0.689,1,0.0415,32.8,1.3,1.35,134.4,0.794,65.4,168.8,303.0,150.45
23-09-2011,29.2,17.4,22.3,12.1,75.4,14.1,0.5254,28.4,2087.0,1.83,0.799,0.59,3,0.0039,36.1,1.78,0.13,62.1,-0.028,79.5,173.9,318.7,157.08
24-09-2011,145.7,16.8,24.7,13.7,90.5,3.2,0.3691,35.6,2013.0,2.69,0.748,0.64,1,0.0065,63.63,0.22,0.82,196.5,-0.026,203.1,299.3,430.9,279.22
25-09-2011,9.7,18.0,21.9,13.3,89.2,3.5,0.1716,26.4,2131.0,1.61,0.79,0.612,0,0.0015,11.98,0.35,0.31,94.0,0.199,184.6,270.5,427.0,247.04
26-09-2011,10.4,18.0,24.0,11.5,76.4,3.8,0.4994,22.9,2053.0,2.8,0.684,0.503,0,0.0025,26.17,0.11,0.74,82.3,0.138,165.8,260.4,407.4,220.38
27-09-2011,63.9,17.7,24.0,11.5,61.8,5.3,0.4183,26.4,2047.0,2.2,0.766,0.616,0,0.0075,42.09,4.12,0.17,322.4,0.189,84.0,309.2,461.9,251.22
28-09-2011,9.6,17.8,20.9,12.0,87.1,7.7,0.3951,35.5,2012.0,1.63,0.634,0.648,0,0.003,21.19,0.64,0.06,84.6,0.168,83.9,296.7,466.1,223.14
29-09-2011,18.9,19.3,23.3,13.2,93.6,6.5,0.3763,12.8,2046.0,2.14,0.665,0.66,0,0.0079,25.18,5.15,0.27,101.2,-0.07,92.4,287.4,456.2,208.57
30-09-2011,18.2,19.6,23.1,12.8,72.5,1.9,0.3763,37.0,2017.0,2.35,0.765,0.665,1,0.0164,24.46,0.94,0.67,73.0,0.181,46.7,276.4,450.3,195.48
01-10-2011,8.2,15.7,19.3,10.3,75.1,1.7,0.2063,37.0,2064.0,2.0,0.614,0.487,0,0.0194,10.43,0.52,4.83,288.0,-0.011,45.3,138.9,438.2,174.36
02-10-2011,2.9,16.5,19.7,12.5,75.7,3.7,0.2713,37.8,2083.0,1.07,0.736,0.502,0,0.0,17.1,2.99,0.09,150.4,0.113,29.3,132.1,402.6,151.11
03-10-2011,5.0,15.4,22.1,8.9,78.0,7.4,0.1816,16.8,1978.0,2.33,0.701,0.181,0,0.0033,12.58,2.98,0.19,58.6,-0.436,16.1,126.7,387.1,133.44
04-10-2011,1.6,13.6,18.0,9.4,61.6,7.5,0.1512,48.3,1938.0,2.39,0.778,0.367,3,0.0265,9.99,0.33,1.68,252.2,0.016,9.5,64.4,373.6,115.02
05-10-2011,6.0,17.2,23.4,12.7,69.1,5.7,0.2784,33.8,1964.0,1.61,0.701,0.432,1,0.025,14.5,5.77,1.57,31.0,0.246,12.6,60.8,357.5,103.77
06-10-2011,2.1,17.5,23.0,13.5,59.7,7.3,0.111,40.1,2050.0,1.96,0.657,0.245,0,0.0023,7.71,0.49,0.05,352.2,0.2,9.7,44.0,331.4,90.31
07-10-2011,6.4,13.0,17.2,8.7,70.8,2.0,0.2909,52.9,2117.0,1.56,0.685,0.522,0,0.0121,15.57,4.94,0.49,245.3,0.076,14.5,32.2,308.6,83.16
08-10-2011,5.7,15.0,19.4,11.8,59.3,10.6,0.2032,35.9,2059.0,2.77,0.743,0.299,1,0.0014,9.49,3.35,0.85,55.4,-0.469,14.2,29.7,168.6,76.39
09-10-2011,0.4,16.9,20.4,11.3,56.9,7.5,0.0902,43.5,2001.0,2.82,0.679,0.369,0,0.0134,6.06,0.25,0.23,358.1,-0.072,12.5,27.2,159.3,65.33
10-10-2011,3.1,14.0,21.6,10.0,80.6,11.7,0.1588,38.5,2026.0,2.17,0.718,0.375,2,0.0055,6.23,0.86,3.18,237.4,0.718,9.2,25.3,152.0,58.63
11-10-2011,1.8,13.4,20.3,8.5,75.2,7.4,0.1144,36.3,2097.0,1.88,0.755,0.476,0,0.009,10.45,1.01,0.87,14.3,0.39,5.3,25.5,89.9,51.63
12-10-2011,6.0,13.4,18.2,8.9,75.0,7.3,0.2535,31.3,2008.0,1.79,0.82,0.159,1,0.0032,13.34,0.1,0.26,269.0,0.264,10.9,25.5,86.3,49.89
13-10-2011,2.9,13.2,17.4,7.4,55.9,3.8,0.2188,40.1,2071.0,1.4,0.679,0.492,0,0.0001,10.73,2.6,1.12,21.3,0.132,10.7,26.3,70.3,45.31
14-10-2011,0.7,16.2,22.3,11.3,57.2,11.6,0.1942,40.9,2061.0,1.19,0.739,0.353,0,0.0038,7.45,1.04,0.56,236.1,-0.296,9.6,20.6,52.8,39.21
15-10-2011,5.7,17.8,23.3,11.9,62.0,4.4,0.2018,28.0,2126.0,1.96,0.769,0.368,0,0.01,14.57,3.16,0.23,207.6,-0.422,9.3,20.6,50.3,39.03
16-10-2011,6.3,13.3,18.2,9.4,56.9,11.8,0.1753,40.6,1988.0,1.95,0.662,0.186,1,0.011,6.61,1.53,1.03,211.8,-0.028,12.7,26.5,53.7,39.47
17-10-2011,3.0,15.1,22.8,8.1,56.0,7.1,0.2557,31.0,2067.0,2.59,0.72,0.562,1,0.011,9.68,0.16,1.85,222.8,-0.101,15.0,26.4,51.7,36.55
18-10-2011,2.3,17.4,24.4,12.9,56.3,2.8,0.1608,39.4,2102.0,2.46,0.632,0.561,0,0.0008,10.44,0.25,0.6,322.9,0.723,11.6,26.9,52.4,33.37
19-10-2011,3.8,14.2,21.6,8.8,62.7,5.5,0.1831,11.7,2072.0,2.0,0.703,0.241,3,0.0144,6.47,2.45,0.81,100.1,-0.092,9.1,24.7,50.2,32.16
20-10-2011,2.3,13.3,21.2,9.9,51.0,8.1,0.1105,44.1,2030.0,2.08,0.683,0.449,1,0.0011,6.63,0.44,0.63,153.8,-0.197,8.4,24.1,50.4,29.64
21-10-2011,3.3,15.1,18.5,11.6,45.1,3.1,0.2065,24.0,2014.0,2.26,0.642,0.424,0,0.0023,13.09,2.74,1.53,269.4,-0.502,9.4,26.7,47.3,28.49
22-10-2011,10.2,14.0,19.3,10.3,65.4,8.8,0.05,15.1,2079.0,1.17,0.675,0.45,2,0.0008,6.46,0.91,2.53,319.4,0.293,15.8,31.2,51.8,34.42
23-10-2011,2.5,15.8,19.2,10.1,80.5,9.6,0.1285,39.6,2089.0,2.38,0.722,0.384,0,0.0034,7.52,3.68,1.52,40.3,-0.486,16.0,27.4,53.9,31.76
24-10-2011,4.4,15.9,19.6,11.3,75.4,2.3,0.235,32.3,2026.0,1.64,0.668,0.596,0,0.0001,12.51,0.92,0.52,327.1,0.311,17.1,28.8,55.2,31.39
25-10-2011,2.3,12.6,16.0,8.5,67.4,7.4,0.19,33.1,2080.0,1.87,0.649,0.447,0,0.0003,4.89,0.42,1.74,129.3,-0.122,9.2,28.8,55.7,28.98
26-10-2011,4.0,14.7,19.3,8.6,65.6,7.7,0.2863,26.6,2075.0,2.2,0.725,0.324,1,0.0065,17.68,0.1,1.44,277.0,0.279,10.7,29.0,53.7,28.64
27-10-2011,2.2,16.3,19.5,11.8,50.3,2.8,0.1927,8.8,2042.0,1.35,0.751,0.301,0,0.0724,8.56,4.18,0.62,357.4,-0.069,8.5,28.9,53.0,26.54
28-10-2011,10.2,15.4,19.1,9.1,71.7,1.0,0.1785,32.1,2091.0,2.09,0.737,0.394,2,0.0029,12.46,0.1,1.56,127.9,0.013,16.4,35.8,62.5,32.76
29-10-2011,6.8,16.5,20.0,10.0,74.7,8.1,0.2808,33.7,2064.0,2.02,0.763,0.241,1,0.0006,19.06,1.45,0.16,179.9,-0.243,19.2,32.4,63.6,34.65
30-10-2011,2.0,14.9,21.7,9.2,52.1,5.5,0.0838,39.7,2043.0,2.63,0.717,0.379,0,0.0087,3.73,2.39,0.2,54.4,0.185,19.0,31.9,59.3,31.45
31-10-2011,2.2,13.1,18.3,7.4,66.1,1.7,0.1235,52.4,2095.0,1.99,0.677,0.592,1,0.0025,7.0,0.17,2.85,59.6,0.388,11.0,29.7,58.5,28.93
01-11-2011,1.1,8.2,14.4,1.5,65.9,6.8,0.1257,52.0,2097.0,1.82,0.696,0.304,1,0.0021,7.42,8.1,2.6,224.4,-0.322,5.3,28.5,57.3,25.69
02-11-2011,1.7,12.5,18.2,9.1,59.2,2.3,0.2788,34.0,2047.0,2.17,0.667,0.565,3,0.0067,15.72,6.07,0.76,2.0,0.002,5.0,26.2,55.2,23.54
03-11-2011,0.4,12.4,18.8,7.0,85.7,1.4,0.1735,20.2,2050.0,2.34,0.66,0.553,0,0.0017,11.41,2.12,0.89,296.3,-0.139,3.2,24.4,53.3,20.41
04-11-2011,0.9,9.6,15.8,3.8,57.8,3.6,0.2251,30.1,2004.0,1.52,0.662,0.355,1,0.0142,10.69,2.65,0.36,281.0,0.557,3.0,15.1,50.9,18.25
05-11-2011,0.3,8.6,13.2,1.9,66.9,4.0,0.2982,36.5,2097.0,1.58,0.739,0.348,1,0.0136,16.53,0.82,0.23,331.2,0.213,1.6,8.6,41.0,15.81
06-11-2011,1.1,9.1,13.4,5.2,55.5,5.4,0.1614,44.5,2054.0,1.85,0.7,0.101,1,0.0214,7.98,0.15,0.38,43.1,-0.101,2.3,7.7,39.6,14.54
07-11-2011,0.6,11.7,16.2,7.5,62.5,5.5,0.349,38.3,2072.0,1.81,0.738,0.43,0,0.0014,17.15,3.23,0.54,1.8,0.272,2.0,6.1,35.8,12.96
08-11-2011,0.9,8.7,15.7,3.0,56.1,11.6,0.1082,40.2,2017.0,2.31,0.684,0.555,0,0.0098,6.13,0.1,1.22,56.5,0.305,2.6,5.9,34.4,11.91
09-11-2011,0.4,9.0,15.0,4.6,59.4,8.7,0.3475,28.5,2080.0,3.16,0.738,0.157,3,0.0012,15.26,1.92,0.28,359.6,0.059,1.9,4.6,30.8,10.53
10-11-2011,0.3,11.8,15.2,7.5,72.0,6.3,0.1401,37.3,2043.0,2.9,0.638,0.473,0,0.0081,8.46,1.32,2.47,76.8,0.215,1.6,4.5,28.9,9.25
11-11-2011,1.4,10.9,14.5,5.3,51.9,3.8,0.255,42.0,2046.0,1.89,0.663,0.43,0,0.0013,15.71,3.39,0.65,249.1,0.514,2.1,5.0,20.1,9.26
12-11-2011,0.6,12.8,20.6,8.9,52.4,4.4,0.2618,38.1,2030.0,2.33,0.725,0.384,1,0.0059,13.29,0.62,0.16,162.1,-0.294,2.3,5.3,13.9,8.47
13-11-2011,0.2,7.2,13.3,2.7,52.5,3.5,0.299,30.4,2031.0,1.99,0.75,0.461,1,0.0001,14.59,0.19,4.18,327.5,0.213,2.2,4.4,12.1,7.4
14-11-2011,1.1,9.2,16.1,5.6,45.6,7.5,0.3161,37.1,2072.0,1.91,0.633,0.318,0,0.0262,16.67,0.9,0.13,69.2,0.078,1.9,4.9,11.0,7.39
15-11-2011,0.3,7.9,11.1,2.6,51.0,3.0,0.153,37.5,2014.0,2.32,0.665,0.409,1,0.0062,5.85,0.3,1.65,61.1,-0.142,1.6,4.3,10.2,6.58
16-11-2011,0.4,10.8,17.6,4.3,52.2,8.0,0.1775,35.0,2027.0,2.65,0.8,0.386,1,0.0565,10.39,1.97,1.19,212.3,-0.67,1.8,4.3,8.9,5.99
17-11-2011,0.5,10.0,15.9,3.0,67.6,9.8,0.2163,48.1,1956.0,2.27,0.779,0.572,1,0.0058,9.7,0.96,0.39,259.7,0.604,1.2,4.5,9.0,5.6
18-11-2011,0.1,5.7,12.1,-1.2,45.2,20.5,0.2351,45.9,2012.0,1.83,0.673,0.441,3,0.0099,14.24,0.17,2.83,193.1,-0.445,1.0,3.2,8.2,4.86
19-11-2011,0.4,10.6,18.0,3.7,54.7,2.1,0.1474,23.7,2024.0,1.52,0.72,0.379,1,0.0007,10.72,0.48,2.21,65.3,0.102,1.0,3.0,8.3,4.53
20-11-2011,0.6,9.4,15.4,5.0,55.5,4.2,0.2757,31.7,1962.0,1.42,0.649,0.367,2,0.0001,10.44,5.96,1.01,356.3,-0.455,1.1,3.4,7.8,4.45
21-11-2011,0.2,11.0,15.2,5.0,56.2,5.7,0.2295,31.7,2030.0,1.95,0.73,0.503,0,0.0105,13.09,0.98,0.45,199.4,-0.322,1.2,2.5,7.4,3.98
22-11-2011,0.4,9.9,13.7,6.3,57.3,2.4,0.4536,40.6,2118.0,1.54,0.725,0.455,1,0.0082,22.26,1.17,0.57,316.6,0.321,1.2,2.6,6.9,3.78
23-11-2011,0.5,15.2,18.3,12.1,56.9,3.5,0.05,37.7,2081.0,2.12,0.676,0.362,2,0.0096,2.83,0.61,0.18,168.3,-0.185,1.1,2.7,7.0,3.72
24-11-2011,0.4,11.4,18.2,7.4,45.1,2.8,0.3171,46.6,2063.0,1.56,0.745,0.48,1,0.0001,18.0,1.61,1.31,27.6,0.512,1.3,2.6,7.1,3.56
25-11-2011,0.2,13.5,18.7,7.6,48.0,5.4,0.1042,35.1,2065.0,2.38,0.646,0.306,0,0.0129,1.97,0.1,0.63,44.6,-0.334,1.1,2.7,5.9,3.23
26-11-2011,0.2,12.0,19.9,7.5,55.9,0.6,0.3025,33.6,2030.0,2.37,0.73,0.388,0,0.002,14.65,7.31,0.43,323.0,-0.052,0.8,2.5,5.5,2.94
27-11-2011,0.2,12.7,19.1,8.6,52.4,1.5,0.1425,58.7,2107.0,1.94,0.814,0.272,1,0.0008,8.24,2.67,0.67,354.8,-0.103,0.6,2.1,5.5,2.7
