time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),relative_humidity_2m_mean (%),dew_point_2m_mean (°C),cloud_cover_mean (%),wind_speed_10m_mean (km/h),wind_gusts_10m_max (km/h),pressure_msl_mean (hPa),soil_moisture_0_to_7cm_mean (m³/m³),soil_moisture_7_to_28cm_mean (m³/m³),soil_temperature_0_to_7cm_mean (°C),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),vapour_pressure_deficit_max (kPa),river_discharge (cumecs),water_level (m),reservoir_storage_pct (%),antecedent_precip_index (mm),catchment_wetness_index
05-05-2011,28.9,33.3,24.4,26.6,26.6,5.0,79.4,24.7,61.6,11.5,18.3,1017.0,0.186,0.161,27.5,9.02,2.62,0.82,2911.8,3.28,50.8,44.9,31.03
06-05-2011,28.5,33.4,23.6,1.0,1.0,1.0,82.9,25.1,92.5,9.7,15.2,1014.4,0.216,0.2,27.2,8.05,2.73,0.67,2208.4,3.11,57.2,39.1,33.8
07-05-2011,28.8,32.7,24.9,5.0,5.0,2.0,78.5,24.5,70.2,12.6,19.7,1011.8,0.195,0.175,27.5,10.1,4.3,0.85,2569.6,2.63,44.3,38.3,31.18
08-05-2011,29.1,34.0,24.2,4.8,4.8,1.0,81.5,25.4,73.5,13.3,26.2,1018.3,0.171,0.165,27.8,8.95,2.42,0.74,1020.9,2.59,57.9,37.3,28.98
09-05-2011,29.2,34.1,24.4,0.5,0.5,1.0,65.9,22.4,100.0,13.1,19.7,1018.4,0.154,0.154,27.9,8.0,3.38,1.39,1014.7,2.72,68.1,32.2,25.21
10-05-2011,29.1,33.0,25.3,1.1,1.1,1.0,68.0,22.7,79.2,14.7,25.3,1014.9,0.212,0.202,27.8,9.05,3.08,1.29,656.2,2.94,55.2,28.5,30.85
11-05-2011,29.1,33.9,24.3,4.2,4.2,5.0,77.9,24.7,79.6,12.5,24.2,1018.6,0.195,0.174,27.7,8.18,2.57,0.89,649.7,2.89,57.3,28.4,30.13
12-05-2011,29.1,33.0,25.2,7.1,7.1,1.0,69.4,23.0,77.1,10.8,16.4,1013.1,0.205,0.224,27.7,9.22,3.53,1.23,1152.2,2.81,62.7,31.3,30.57
13-05-2011,29.6,34.4,24.8,1.9,1.9,1.0,72.5,24.1,77.8,9.5,24.9,1011.8,0.21,0.207,28.1,8.16,3.55,1.14,1212.3,2.39,57.4,28.5,31.1
14-05-2011,29.5,33.9,25.0,6.7,6.7,2.0,68.9,23.3,91.8,9.8,19.7,1012.3,0.224,0.187,28.1,10.53,5.07,1.28,1355.0,2.53,70.1,30.9,32.38
15-05-2011,29.6,33.3,25.8,2.3,2.3,1.0,81.3,25.8,75.6,9.0,14.7,1015.2,0.229,0.221,28.1,9.88,2.84,0.77,1022.3,2.77,51.2,28.6,33.89
16-05-2011,29.1,33.9,24.4,0.6,0.6,1.0,63.7,21.9,60.9,21.8,39.4,1016.5,0.184,0.172,27.8,8.1,3.35,1.47,924.4,2.51,60.7,24.9,27.26
17-05-2011,29.3,34.5,24.0,2.4,2.4,1.0,82.5,25.8,63.5,8.0,12.3,1012.2,0.172,0.154,27.9,9.83,3.12,0.71,639.8,2.57,56.4,23.5,27.8
18-05-2011,29.1,32.7,25.4,34.4,34.4,5.0,75.8,24.2,95.4,8.6,13.6,1013.5,0.194,0.184,27.7,9.38,3.79,0.98,2803.7,2.87,68.3,54.4,32.42
19-05-2011,29.2,33.7,24.7,1.3,1.3,1.0,68.7,22.9,53.6,10.1,16.2,1018.6,0.216,0.192,27.8,9.21,3.62,1.27,2984.7,2.61,65.1,47.6,33.23
20-05-2011,29.0,33.4,24.6,13.5,13.5,2.0,77.8,24.5,80.8,8.0,13.6,1012.0,0.249,0.221,27.6,8.56,3.06,0.89,3634.0,3.14,50.3,53.9,38.07
21-05-2011,29.0,32.4,25.6,8.5,8.5,4.0,77.3,24.5,88.4,14.4,26.4,1010.5,0.274,0.246,27.6,10.03,2.5,0.91,1824.0,3.06,59.5,54.3,40.56
22-05-2011,28.7,32.9,24.5,21.8,21.8,4.0,85.7,25.8,71.3,7.2,15.1,1016.5,0.244,0.23,27.4,11.42,3.86,0.56,3304.3,3.08,67.9,68.0,39.77
23-05-2011,28.6,33.6,23.6,0.3,0.3,2.0,72.8,23.2,57.9,12.4,19.7,1012.0,0.272,0.252,27.3,10.18,4.84,1.06,2453.9,2.82,79.9,58.1,40.29
24-05-2011,28.6,32.7,24.4,23.2,23.2,2.0,83.3,25.2,75.4,9.8,15.9,1014.0,0.226,0.194,27.3,8.6,3.62,0.65,3403.3,3.2,56.9,72.6,38.19
25-05-2011,28.8,33.2,24.3,8.0,8.0,1.0,81.9,25.1,89.2,9.4,17.2,1016.5,0.281,0.268,27.5,9.46,3.86,0.71,2452.8,2.81,72.8,69.7,43.26
26-05-2011,28.9,32.7,25.2,26.3,26.3,1.0,88.7,26.7,69.6,7.7,13.3,1015.6,0.28,0.251,27.6,10.66,2.85,0.45,4253.1,2.85,72.8,85.5,45.42
27-05-2011,29.5,33.5,25.5,1.1,1.1,1.0,72.1,23.9,68.3,11.0,18.4,1015.9,0.213,0.189,28.1,9.26,4.02,1.15,2757.6,2.6,56.3,73.8,35.89
28-05-2011,29.3,35.0,23.6,7.7,7.7,1.0,64.5,22.2,73.7,10.7,18.4,1007.1,0.266,0.26,27.9,9.32,3.13,1.45,2731.1,2.9,60.8,70.4,40.09
29-05-2011,29.2,34.6,23.8,12.6,12.6,4.0,73.1,23.8,71.2,6.4,10.5,1017.9,0.272,0.233,27.8,7.56,3.12,1.09,1744.0,2.94,66.5,72.5,41.76
30-05-2011,28.7,33.1,24.4,1.7,1.7,2.0,79.5,24.6,68.1,15.4,33.9,1011.6,0.249,0.211,27.4,8.45,4.14,0.81,1834.9,2.98,50.5,63.3,39.18
31-05-2011,28.3,33.3,23.2,1.0,1.0,2.0,79.3,24.1,97.1,13.5,25.9,1015.8,0.25,0.229,27.0,9.87,4.03,0.79,1311.9,2.71,67.0,54.8,38.41
01-06-2011,27.7,31.8,23.6,4.2,4.2,1.0,97.2,27.2,63.6,11.3,22.9,1012.0,0.252,0.216,26.6,8.28,2.31,0.1,1103.9,2.84,84.2,50.8,40.0
02-06-2011,27.2,28.9,25.5,57.7,57.7,6.0,82.8,23.8,73.8,8.0,15.1,1001.3,0.258,0.24,26.1,10.5,3.49,0.62,4806.0,3.34,70.9,100.9,44.17
03-06-2011,27.3,32.4,22.3,16.1,16.1,1.0,82.0,23.7,69.8,12.4,19.8,1017.0,0.295,0.266,26.2,9.67,2.47,0.65,5851.1,3.08,77.1,101.8,47.88
04-06-2011,27.5,32.0,23.0,7.2,7.2,5.0,87.8,25.1,90.6,16.0,25.1,1011.5,0.243,0.218,26.4,10.16,2.78,0.45,6281.1,3.2,73.8,93.8,42.46
05-06-2011,27.3,31.1,23.5,20.0,20.0,3.0,84.2,24.1,65.0,13.4,26.5,1014.6,0.263,0.258,26.2,9.95,3.6,0.57,3459.6,3.09,67.2,99.7,44.69
06-06-2011,27.2,32.4,22.0,1.5,1.5,4.0,85.8,24.3,83.2,7.8,19.1,1018.4,0.274,0.255,26.1,11.94,3.9,0.51,2738.7,3.05,81.4,86.2,44.6
07-06-2011,27.1,32.0,22.2,0.0,0.0,0.0,69.4,21.0,75.4,12.1,18.2,1013.1,0.282,0.275,26.0,21.65,6.64,1.1,1872.7,2.77,65.4,73.3,42.47
08-06-2011,27.2,31.7,22.7,2.0,2.0,1.0,89.5,25.1,79.9,16.0,24.1,1015.1,0.197,0.166,26.1,11.44,3.57,0.38,902.5,2.68,61.4,64.3,35.08
09-06-2011,27.1,31.0,23.2,3.0,3.0,1.0,72.0,21.5,75.6,8.8,19.9,1009.4,0.267,0.252,26.0,8.67,3.17,1.01,996.3,2.93,73.4,57.7,39.67
10-06-2011,27.1,31.4,22.9,8.1,8.1,2.0,89.1,25.0,60.0,15.9,27.2,1011.3,0.221,0.182,26.1,10.22,2.35,0.39,1546.2,2.62,58.5,57.1,36.72
11-06-2011,27.1,31.5,22.7,23.9,23.9,4.0,84.6,24.0,81.1,10.8,23.4,1011.9,0.288,0.255,26.0,8.28,3.52,0.55,3037.1,3.55,61.8,72.4,44.5
12-06-2011,27.0,30.2,23.8,35.4,35.4,7.0,80.5,23.1,100.0,15.0,28.1,1015.1,0.328,0.28,26.0,9.25,2.81,0.7,5356.7,3.07,81.8,97.0,50.55
13-06-2011,26.8,30.1,23.5,3.2,3.2,1.0,87.0,24.2,84.3,7.1,11.6,1012.2,0.214,0.192,25.8,11.15,4.16,0.46,4951.4,2.97,74.0,85.6,38.66
14-06-2011,27.0,31.9,22.1,9.0,9.0,1.0,77.3,22.4,71.7,10.5,16.1,1010.7,0.284,0.265,25.9,9.43,2.5,0.81,3957.6,2.66,75.7,81.8,44.31
15-06-2011,26.9,29.8,24.0,0.0,0.0,0.0,88.4,24.6,55.3,9.5,16.4,1003.7,0.29,0.266,25.9,20.24,6.72,0.41,1454.7,2.68,60.4,69.5,44.79
16-06-2011,27.0,29.9,24.2,28.6,28.6,1.0,94.1,25.9,76.0,11.1,25.7,1015.2,0.288,0.277,26.0,9.29,3.14,0.21,3180.7,2.94,58.4,87.7,46.98
17-06-2011,26.8,30.8,22.8,100.2,100.2,16.0,76.1,22.0,77.5,14.7,24.6,1002.9,0.352,0.315,25.8,9.03,2.88,0.84,9733.1,3.59,75.7,174.7,60.28
18-06-2011,26.9,30.7,23.0,43.2,43.2,2.0,75.2,21.9,65.0,11.2,18.9,1005.8,0.423,0.376,25.8,8.88,2.9,0.88,12396.7,3.81,92.8,191.7,68.99
19-06-2011,26.8,29.8,23.8,76.1,76.1,10.0,78.1,22.4,85.8,8.5,13.5,1009.6,0.427,0.387,25.8,8.78,3.01,0.77,16023.3,3.52,68.4,239.1,74.42
20-06-2011,26.9,30.1,23.8,34.2,34.2,2.0,78.8,22.7,69.9,9.7,14.7,1014.7,0.407,0.36,25.9,10.04,4.31,0.75,11370.4,3.28,70.4,237.4,72.32
21-06-2011,27.1,29.9,24.3,17.8,17.8,1.0,94.4,26.0,63.9,12.6,19.8,1010.3,0.323,0.299,26.0,9.28,3.31,0.2,9566.5,3.54,79.3,219.6,63.7
22-06-2011,27.2,31.3,23.1,11.7,11.7,6.0,79.4,23.1,95.8,14.0,24.2,1011.4,0.292,0.255,26.1,9.34,3.19,0.74,5138.8,2.91,69.5,198.4,56.98
23-06-2011,27.2,30.3,24.1,4.5,4.5,1.0,83.6,23.9,78.0,11.8,20.2,1006.8,0.321,0.279,26.1,9.74,3.74,0.59,2945.5,3.04,87.0,173.1,57.77
24-06-2011,27.3,30.2,24.4,23.7,23.7,2.0,78.7,23.0,70.1,6.4,10.3,1008.7,0.291,0.258,26.2,9.89,4.73,0.77,3454.5,2.93,69.7,170.8,54.05
25-06-2011,27.2,31.9,22.6,0.0,0.0,0.0,78.6,22.9,73.1,11.6,17.5,1011.1,0.279,0.234,26.1,20.31,6.75,0.77,2570.4,2.39,67.5,145.2,50.28
26-06-2011,27.1,29.7,24.5,39.6,39.6,6.0,82.5,23.6,80.1,16.7,26.7,1013.8,0.332,0.312,26.0,9.11,3.59,0.63,4958.2,3.07,78.5,163.0,57.75
27-06-2011,26.9,30.6,23.2,0.0,0.0,0.0,72.4,21.4,46.3,7.3,16.4,1009.8,0.283,0.258,25.9,20.45,6.56,0.98,3390.8,3.2,76.2,138.6,49.4
28-06-2011,26.7,30.2,23.2,40.8,40.8,8.0,72.5,21.2,79.1,10.6,18.3,1008.4,0.349,0.322,25.7,10.77,2.37,0.96,6344.9,3.07,76.4,158.6,58.01
29-06-2011,26.8,29.9,23.7,3.8,3.8,1.0,75.2,21.9,81.3,12.0,19.2,1007.2,0.335,0.298,25.8,10.11,4.31,0.88,3552.5,2.83,74.7,138.6,54.88
30-06-2011,26.5,30.9,22.2,18.9,18.9,4.0,70.9,20.7,74.4,11.0,18.2,1009.1,0.292,0.268,25.6,9.93,3.79,1.01,5061.9,3.26,94.8,136.7,49.96
01-07-2011,26.5,31.0,22.0,17.2,17.2,2.0,86.1,23.7,57.4,13.6,22.2,1016.5,0.321,0.287,25.5,10.96,4.11,0.48,3330.0,2.77,60.5,133.4,54.05
02-07-2011,26.1,30.4,21.7,0.0,0.0,0.0,70.8,20.2,76.9,17.7,32.0,1010.4,0.308,0.272,25.1,11.09,4.66,0.98,3054.5,3.31,80.2,113.4,49.22
03-07-2011,26.0,30.1,21.9,17.3,17.3,2.0,81.2,22.2,72.2,8.0,12.7,1013.0,0.307,0.266,25.1,8.32,3.09,0.63,2906.1,2.66,78.0,113.7,50.19
04-07-2011,25.9,30.8,20.9,12.8,12.8,1.0,81.9,22.2,93.0,10.8,18.6,1012.6,0.315,0.315,25.0,9.46,2.87,0.6,2917.6,2.72,77.7,109.4,50.63
05-07-2011,26.0,28.5,23.5,37.8,37.8,8.0,95.4,25.1,93.9,8.8,16.1,1012.2,0.279,0.27,25.1,10.0,2.69,0.16,5260.2,3.02,73.2,130.8,50.52
06-07-2011,26.1,29.7,22.5,4.5,4.5,1.0,78.3,21.8,94.0,18.3,39.3,1009.3,0.266,0.241,25.2,9.41,2.53,0.73,4488.4,3.26,86.4,115.7,46.0
07-07-2011,26.0,29.6,22.4,0.0,0.0,0.0,77.4,21.5,34.6,9.5,16.0,1012.7,0.347,0.326,25.1,19.64,5.91,0.76,3606.2,2.9,72.3,98.3,52.27
08-07-2011,25.8,28.1,23.5,0.1,0.1,1.0,96.5,25.1,29.0,7.9,12.5,1009.3,0.304,0.268,24.9,10.69,4.16,0.12,941.8,2.95,69.4,83.7,48.42
09-07-2011,25.8,29.2,22.4,7.5,7.5,3.0,83.8,22.6,74.3,11.1,23.5,1008.2,0.269,0.247,24.9,9.2,3.71,0.54,1062.3,2.27,73.7,78.6,43.14
10-07-2011,25.9,29.4,22.4,4.2,4.2,1.0,92.9,24.5,80.7,14.4,27.4,1010.4,0.277,0.258,25.0,8.85,3.09,0.24,1391.3,2.49,88.7,71.0,44.09
11-07-2011,26.1,29.5,22.7,30.8,30.8,5.0,78.5,21.8,81.7,10.9,16.9,1008.3,0.299,0.281,25.2,9.54,3.27,0.73,3504.4,2.9,82.0,91.2,46.87
12-07-2011,26.1,29.2,23.1,18.4,18.4,3.0,85.8,23.3,29.2,8.3,16.5,1010.5,0.296,0.27,25.2,7.68,2.17,0.48,4427.5,3.04,66.1,95.9,47.77
13-07-2011,26.2,28.0,24.3,20.3,20.3,4.0,91.7,24.5,58.9,6.5,11.3,1003.5,0.345,0.3,25.2,9.29,2.17,0.28,5299.8,3.02,85.3,101.8,53.85
14-07-2011,26.2,30.0,22.4,48.2,48.2,7.0,77.5,21.7,69.4,4.2,8.6,1012.3,0.381,0.335,25.3,8.96,3.47,0.76,6719.1,3.29,75.6,134.7,59.32
15-07-2011,26.2,29.7,22.7,1.5,1.5,1.0,89.2,24.0,68.8,9.6,14.6,1008.8,0.359,0.334,25.3,10.19,3.68,0.37,5300.8,3.08,64.4,116.0,56.42
16-07-2011,26.2,28.9,23.4,31.1,31.1,3.0,97.5,25.7,82.0,8.7,14.2,1015.1,0.405,0.363,25.2,10.5,3.45,0.08,6269.1,3.14,70.9,129.7,63.22
17-07-2011,26.0,27.6,24.3,131.3,131.3,19.0,85.3,23.0,69.1,5.2,8.3,1000.7,0.439,0.392,25.1,10.18,4.28,0.49,12035.5,3.35,66.1,241.6,76.59
18-07-2011,25.8,29.9,21.7,20.5,20.5,1.0,87.8,23.4,54.7,4.3,7.5,1005.1,0.469,0.415,24.9,9.33,2.4,0.4,13206.7,3.67,74.0,225.8,78.26
19-07-2011,25.9,30.5,21.2,27.2,27.2,4.0,82.7,22.4,59.6,10.3,17.2,1010.9,0.444,0.401,25.0,8.18,2.69,0.58,13147.9,3.69,72.8,219.2,74.59
20-07-2011,25.8,27.8,23.8,26.1,26.1,4.0,84.3,22.7,69.8,5.1,12.7,1014.4,0.343,0.315,24.9,9.61,3.16,0.52,5654.3,3.17,63.6,212.4,63.97
21-07-2011,25.9,29.6,22.2,43.4,43.4,3.0,89.7,23.8,51.8,11.7,24.7,1010.9,0.34,0.311,25.0,10.53,3.91,0.34,7273.6,3.11,68.1,223.9,65.36
22-07-2011,25.8,29.2,22.5,29.1,29.1,3.0,79.6,21.8,65.4,11.1,19.4,1009.1,0.361,0.323,25.0,10.65,3.54,0.68,7402.5,3.41,68.9,219.4,66.0
23-07-2011,25.8,27.9,23.8,16.3,16.3,2.0,81.7,22.2,75.6,6.8,12.3,1015.3,0.34,0.297,25.0,9.37,4.47,0.61,6845.8,3.18,76.3,202.8,62.45
24-07-2011,26.0,28.5,23.5,0.8,0.8,1.0,78.5,21.7,65.0,7.3,12.3,1012.0,0.318,0.295,25.1,11.44,4.85,0.72,3740.6,2.89,89.5,173.2,56.97
25-07-2011,26.0,27.8,24.2,15.8,15.8,4.0,94.3,24.9,87.9,6.1,10.1,1009.1,0.324,0.279,25.1,10.17,3.67,0.19,2859.9,2.95,68.1,163.0,58.13
26-07-2011,26.0,28.2,23.9,30.2,30.2,3.0,77.0,21.4,49.3,10.3,16.0,1007.1,0.282,0.26,25.1,9.57,4.12,0.78,3791.9,3.01,66.8,168.8,52.78
27-07-2011,26.0,29.3,22.6,26.9,26.9,2.0,89.6,23.9,59.9,11.6,18.1,1010.5,0.292,0.258,25.1,9.25,3.03,0.35,5566.9,3.34,74.1,170.4,55.2
28-07-2011,26.0,28.7,23.3,0.1,0.1,1.0,94.7,24.9,54.6,8.1,14.0,1008.7,0.36,0.315,25.1,9.58,3.63,0.18,4428.2,3.15,73.5,144.9,59.96
29-07-2011,26.0,28.6,23.4,24.5,24.5,1.0,83.0,22.6,38.8,11.6,18.6,1008.3,0.373,0.335,25.1,10.31,3.47,0.57,4216.2,3.33,69.6,147.7,60.37
30-07-2011,25.8,28.6,22.9,5.2,5.2,1.0,83.5,22.5,94.1,14.4,33.4,1011.5,0.352,0.319,24.9,10.57,2.98,0.55,2696.9,2.89,82.1,130.7,56.62
31-07-2011,26.0,29.6,22.3,18.3,18.3,4.0,89.5,23.9,78.5,8.0,12.7,1007.3,0.326,0.3,25.1,10.12,3.88,0.35,3846.8,2.76,74.4,129.4,54.49
01-08-2011,26.2,29.8,22.5,32.5,32.5,2.0,67.7,19.7,26.7,7.1,16.9,1012.9,0.368,0.318,25.2,8.51,2.92,1.09,4465.9,2.88,73.8,142.5,57.82
02-08-2011,26.3,29.0,23.5,0.5,0.5,1.0,84.3,23.1,55.3,5.4,8.6,1005.6,0.325,0.291,25.3,7.99,2.52,0.53,3949.6,3.08,75.4,121.6,53.09
03-08-2011,26.2,29.1,23.3,25.6,25.6,1.0,88.8,24.0,28.8,8.2,17.9,1007.5,0.31,0.274,25.3,8.96,3.59,0.38,4638.7,3.26,66.4,129.0,52.78
04-08-2011,26.2,28.3,24.0,1.7,1.7,1.0,85.4,23.2,92.0,5.9,9.1,1011.4,0.297,0.276,25.2,7.38,2.14,0.5,2390.4,3.3,70.5,111.3,49.37
05-08-2011,26.3,29.9,22.6,0.0,0.0,0.0,72.0,20.7,63.0,12.6,19.5,1004.5,0.313,0.282,25.3,20.07,6.52,0.96,2316.9,3.02,74.6,94.6,47.96
06-08-2011,26.1,27.6,24.6,12.8,12.8,1.0,85.7,23.2,79.3,5.8,11.5,1009.7,0.317,0.269,25.1,8.66,1.87,0.48,1299.6,3.11,64.7,93.2,49.59
07-08-2011,26.0,29.0,22.9,7.3,7.3,1.0,74.4,20.9,75.7,4.3,7.9,1006.1,0.301,0.27,25.1,9.27,4.16,0.86,1759.0,3.02,82.7,86.6,46.2
08-08-2011,25.8,27.5,24.0,44.0,44.0,7.0,72.2,20.2,48.2,8.3,14.5,1004.5,0.372,0.326,24.9,9.09,3.9,0.92,4999.3,2.89,75.0,117.6,56.18
09-08-2011,25.9,28.6,23.2,4.8,4.8,2.0,77.8,21.4,75.8,6.0,9.2,1004.7,0.339,0.306,25.0,9.64,2.65,0.74,4327.4,3.3,64.2,104.7,52.15
10-08-2011,25.9,28.3,23.5,3.2,3.2,3.0,65.9,19.1,58.9,6.9,11.2,1007.6,0.384,0.338,25.0,9.34,3.91,1.14,4042.0,3.07,70.0,92.2,54.21
11-08-2011,26.1,29.3,22.9,0.2,0.2,1.0,82.6,22.6,58.1,9.7,17.6,1005.1,0.274,0.242,25.2,8.53,2.6,0.59,970.9,2.89,62.8,78.6,43.52
12-08-2011,26.0,29.1,22.9,26.0,26.0,3.0,81.1,22.2,56.8,4.5,9.6,1007.5,0.344,0.315,25.1,7.24,3.06,0.63,2482.4,2.96,88.9,92.8,51.79
13-08-2011,26.0,28.6,23.4,0.3,0.3,1.0,70.8,20.2,44.3,7.4,12.8,1005.1,0.256,0.224,25.1,7.2,2.74,0.98,2301.9,2.78,66.3,79.2,40.6
14-08-2011,25.9,28.0,23.8,13.7,13.7,3.0,75.0,20.9,21.3,5.0,8.0,1006.9,0.322,0.308,25.0,8.88,2.37,0.83,3214.0,3.08,71.7,81.0,47.8
15-08-2011,26.1,28.6,23.7,3.3,3.3,1.0,89.0,23.9,54.7,7.3,13.4,1011.3,0.306,0.292,25.2,6.93,2.86,0.37,1704.3,2.72,76.4,72.2,46.72
16-08-2011,26.2,28.7,23.6,8.9,8.9,1.0,65.8,19.3,38.9,3.7,5.8,1005.6,0.322,0.292,25.2,8.31,2.59,1.16,2204.9,2.58,53.2,70.2,45.8
17-08-2011,26.2,28.1,24.3,0.8,0.8,1.0,74.6,21.1,73.1,5.1,10.2,1000.9,0.278,0.255,25.2,9.57,2.87,0.86,1157.9,2.48,72.7,60.5,41.31
18-08-2011,26.0,28.2,23.7,43.4,43.4,7.0,75.4,21.1,52.0,10.5,16.7,1005.7,0.31,0.28,25.1,8.67,2.76,0.83,4145.7,3.02,48.1,94.8,48.02
19-08-2011,26.0,27.9,24.0,0.5,0.5,2.0,73.7,20.7,58.9,9.8,15.7,1008.2,0.337,0.31,25.1,7.65,3.12,0.88,3553.4,3.0,53.6,81.1,49.18
20-08-2011,26.1,29.1,23.1,8.6,8.6,1.0,58.3,17.8,37.7,5.9,12.7,1005.6,0.339,0.305,25.2,10.08,3.51,1.41,4062.2,3.16,78.7,77.5,47.48
21-08-2011,26.0,29.7,22.3,1.1,1.1,1.0,68.2,19.6,56.3,11.3,21.1,1012.2,0.31,0.302,25.1,8.46,2.83,1.07,1144.6,2.58,54.1,67.0,44.52
22-08-2011,26.0,28.3,23.7,3.2,3.2,1.0,65.6,19.1,43.9,8.9,16.1,1013.0,0.3,0.28,25.1,6.13,1.92,1.16,1343.2,2.6,61.0,60.2,42.58
23-08-2011,25.9,27.4,24.4,16.8,16.8,2.0,89.7,23.9,46.4,7.3,12.6,1009.3,0.3,0.273,25.1,8.68,2.74,0.35,1881.4,3.23,62.9,67.9,45.76
24-08-2011,26.2,29.4,22.9,32.0,32.0,8.0,56.0,17.4,32.4,8.5,13.7,1007.7,0.324,0.3,25.2,8.76,4.47,1.49,4034.1,3.17,57.0,89.7,46.97
25-08-2011,26.1,29.1,23.2,16.2,16.2,1.0,83.5,22.8,51.2,9.5,14.3,1013.2,0.319,0.276,25.2,6.57,2.29,0.56,4850.1,2.88,64.1,92.5,49.5
26-08-2011,26.1,29.8,22.4,7.8,7.8,1.0,70.0,20.1,36.8,6.2,10.4,1010.4,0.292,0.258,25.2,6.85,3.01,1.01,4462.7,3.11,68.6,86.4,44.84
27-08-2011,26.0,28.7,23.3,1.1,1.1,1.0,65.7,19.1,28.8,2.7,5.3,1003.3,0.314,0.291,25.1,6.97,2.14,1.15,2219.6,3.3,73.1,74.5,45.42
28-08-2011,26.1,27.7,24.5,6.8,6.8,3.0,71.2,20.4,57.6,15.0,25.7,1005.8,0.229,0.209,25.2,7.55,2.98,0.98,1448.1,2.84,60.8,70.2,37.04
29-08-2011,26.2,28.0,24.4,1.1,1.1,1.0,64.5,19.1,55.1,7.4,11.1,1002.9,0.284,0.267,25.3,5.92,1.98,1.21,1010.2,2.6,50.5,60.7,40.92
30-08-2011,26.3,29.2,23.4,5.6,5.6,1.0,73.3,21.0,52.2,7.1,12.0,1000.7,0.306,0.273,25.4,7.76,2.7,0.91,1374.7,2.67,41.3,57.2,43.65
31-08-2011,26.3,28.6,24.0,0.7,0.7,4.0,78.2,22.0,29.2,2.9,4.8,1006.2,0.313,0.267,25.4,6.2,2.84,0.75,899.4,2.75,54.8,49.3,44.05
01-09-2011,26.6,28.1,25.1,1.9,1.9,2.0,72.0,21.0,36.4,10.9,20.5,1006.8,0.254,0.216,25.6,6.8,3.33,0.98,852.5,2.88,75.5,43.8,36.98
02-09-2011,26.8,29.1,24.4,10.8,10.8,3.0,79.2,22.6,42.0,9.9,21.5,995.5,0.29,0.263,25.8,8.46,2.26,0.73,1180.7,2.44,48.6,48.1,41.73
03-09-2011,26.9,29.6,24.3,76.2,76.2,12.0,64.5,19.8,47.9,4.9,8.0,1002.9,0.331,0.29,25.9,8.26,4.1,1.26,6505.2,3.13,51.9,117.1,51.26
04-09-2011,27.0,29.9,24.0,4.9,4.9,2.0,56.7,18.3,43.5,1.7,2.9,1010.6,0.267,0.246,25.9,7.38,2.35,1.54,6706.5,3.51,45.6,104.4,42.81
05-09-2011,27.0,28.5,25.5,1.3,1.3,1.0,70.2,21.1,38.3,2.9,4.4,1007.2,0.291,0.27,26.0,7.27,2.71,1.06,6126.9,3.39,54.5,90.0,45.12
06-09-2011,27.2,30.1,24.2,11.4,11.4,1.0,75.2,22.2,39.6,2.5,4.4,1007.6,0.251,0.218,26.1,7.1,1.43,0.89,1574.4,2.87,45.1,87.9,41.41
07-09-2011,27.3,29.6,25.0,7.7,7.7,6.0,59.7,19.2,6.5,8.4,13.8,1003.3,0.254,0.216,26.2,7.8,2.51,1.46,1775.9,3.02,49.6,82.4,39.61
08-09-2011,27.4,29.6,25.2,0.0,0.0,0.0,52.8,18.0,14.1,7.3,17.1,1005.4,0.291,0.253,26.3,13.13,5.33,1.72,1676.6,2.67,32.6,70.1,41.39
09-09-2011,27.2,28.9,25.6,2.4,2.4,1.0,45.4,16.3,30.0,3.0,5.2,1012.2,0.352,0.329,26.2,6.34,3.29,1.97,967.8,2.78,45.9,62.0,45.94
10-09-2011,27.3,28.8,25.8,0.5,0.5,1.0,63.7,20.1,53.7,1.0,2.2,1009.0,0.265,0.243,26.2,8.17,3.65,1.32,532.1,2.5,55.8,53.2,38.19
11-09-2011,27.1,29.8,24.4,7.9,7.9,1.0,43.3,15.8,15.7,7.2,10.8,1008.6,0.241,0.202,26.0,6.69,3.21,2.04,1161.4,2.57,53.6,53.1,33.74
12-09-2011,27.2,28.7,25.7,29.6,29.6,5.0,49.4,17.1,19.3,6.7,10.6,1003.7,0.252,0.233,26.2,7.35,2.71,1.83,3044.1,3.33,49.4,74.7,37.61
13-09-2011,27.3,29.5,25.0,10.0,10.0,3.0,53.5,18.0,29.1,4.9,8.3,1004.3,0.33,0.295,26.2,6.56,2.48,1.68,3492.4,2.84,45.1,73.5,45.7
14-09-2011,27.4,29.4,25.5,5.8,5.8,2.0,59.9,19.4,22.1,7.4,11.5,1004.4,0.307,0.29,26.3,6.12,3.07,1.47,3511.6,2.94,45.0,68.3,43.52
15-09-2011,27.3,29.0,25.6,9.2,9.2,1.0,48.7,17.0,43.0,5.6,9.7,1008.2,0.282,0.26,26.2,5.93,3.33,1.86,2018.0,2.55,37.9,67.2,39.79
16-09-2011,27.0,29.1,24.9,4.5,4.5,1.0,58.8,18.7,48.7,4.7,7.3,1003.7,0.317,0.292,25.9,5.27,2.71,1.47,1704.2,2.71,49.2,61.7,43.75
