time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),relative_humidity_2m_mean (%),dew_point_2m_mean (°C),cloud_cover_mean (%),wind_speed_10m_mean (km/h),wind_gusts_10m_max (km/h),pressure_msl_mean (hPa),soil_moisture_0_to_7cm_mean (m³/m³),soil_moisture_7_to_28cm_mean (m³/m³),soil_temperature_0_to_7cm_mean (°C),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),vapour_pressure_deficit_max (kPa),river_discharge (cumecs),water_level (m),reservoir_storage_pct (%),antecedent_precip_index (mm),catchment_wetness_index
13-07-2013,31.2,33.8,28.6,4.5,4.5,2.0,83.8,28.0,79.9,8.3,17.4,1008.7,0.347,0.323,29.5,9.97,3.44,0.74,48966.9,48.49,81.5,107.2,53.8
14-07-2013,31.2,36.4,26.0,40.8,40.8,4.0,90.7,29.3,85.7,8.7,13.9,1007.5,0.383,0.345,29.5,8.83,2.78,0.42,49895.6,48.28,81.0,131.9,60.56
15-07-2013,31.0,34.0,28.1,15.9,15.9,2.0,87.7,28.6,67.4,6.7,11.0,1009.4,0.317,0.275,29.4,11.55,4.9,0.55,41262.9,48.17,72.5,128.0,53.27
16-07-2013,30.8,33.3,28.3,0.0,0.0,0.0,97.3,30.3,66.1,7.5,12.7,1010.5,0.281,0.24,29.2,9.54,4.4,0.12,46773.5,48.31,74.8,108.8,48.71
17-07-2013,30.8,34.9,26.6,1.0,1.0,3.0,81.9,27.1,81.0,9.5,14.3,1011.9,0.34,0.296,29.1,8.78,3.85,0.8,44037.0,48.3,76.9,93.5,51.54
18-07-2013,30.7,34.8,26.5,13.3,13.3,3.0,80.2,26.7,71.5,3.5,5.4,1009.1,0.319,0.282,29.1,11.05,4.41,0.87,36077.8,47.87,71.6,92.8,49.2
19-07-2013,30.9,34.1,27.8,0.0,0.0,0.0,96.8,30.3,70.4,10.7,18.4,1010.9,0.368,0.334,29.3,9.84,3.52,0.14,30632.2,47.77,64.7,78.8,54.36
20-07-2013,30.7,34.6,26.9,87.4,87.4,14.0,84.9,27.7,51.1,10.6,16.1,1007.1,0.372,0.351,29.1,9.94,3.54,0.67,48121.2,48.26,70.7,154.4,61.13
21-07-2013,30.4,33.0,27.9,35.8,35.8,4.0,75.0,25.4,27.2,11.0,20.9,1003.7,0.376,0.335,28.9,10.52,4.1,1.09,41503.9,48.06,65.9,167.1,61.81
22-07-2013,30.5,33.1,27.8,7.3,7.3,2.0,82.6,27.0,59.9,6.0,9.9,1017.2,0.385,0.336,28.9,9.32,3.85,0.76,53008.7,48.79,76.0,149.3,61.69
23-07-2013,30.5,33.7,27.2,15.4,15.4,2.0,80.0,26.5,39.3,2.9,8.5,1009.6,0.386,0.345,28.9,7.29,2.66,0.87,47826.0,48.64,87.5,142.3,60.83
24-07-2013,30.8,33.7,27.8,2.2,2.2,1.0,84.2,27.6,97.4,12.8,20.3,1014.0,0.214,0.19,29.1,9.78,4.31,0.7,25864.8,47.52,65.1,123.2,42.14
25-07-2013,30.9,33.2,28.6,15.8,15.8,3.0,59.2,22.8,60.9,6.6,10.5,1016.7,0.32,0.309,29.3,9.11,4.25,1.83,40042.0,47.74,60.7,120.5,49.97
26-07-2013,31.5,34.5,28.5,10.0,10.0,2.0,74.0,26.3,76.3,7.5,18.7,1007.3,0.372,0.328,29.8,8.19,3.35,1.2,40846.4,48.19,73.2,112.4,55.84
27-07-2013,31.4,34.4,28.5,0.6,0.6,2.0,72.2,25.9,65.5,1.9,3.1,1012.4,0.307,0.294,29.7,9.44,3.66,1.28,40184.3,48.0,72.2,96.1,47.53
28-07-2013,31.4,34.1,28.7,20.9,20.9,2.0,81.0,27.6,48.1,13.0,23.8,1009.7,0.353,0.308,29.7,8.26,3.89,0.87,36365.7,47.87,75.7,102.6,53.66
29-07-2013,31.0,34.4,27.6,44.6,44.6,7.0,84.9,28.0,66.8,9.2,17.0,1009.6,0.361,0.315,29.3,8.73,2.91,0.68,33941.0,47.77,69.9,131.8,57.77
30-07-2013,30.7,34.7,26.8,61.7,61.7,5.0,73.7,25.5,64.0,4.1,8.3,1001.2,0.374,0.331,29.1,10.26,4.09,1.17,49374.8,48.68,57.9,173.8,62.15
31-07-2013,30.3,32.3,28.3,82.4,82.4,10.0,73.1,24.9,58.0,10.9,27.8,1001.6,0.408,0.381,28.8,8.2,2.87,1.16,49115.8,48.36,60.9,230.1,71.12
01-08-2013,30.1,33.6,26.7,2.2,2.2,1.0,73.1,24.8,61.9,7.4,13.0,1007.4,0.378,0.339,28.6,8.23,3.02,1.15,46670.8,48.24,65.2,197.8,64.89
02-08-2013,30.1,34.6,25.7,5.1,5.1,2.0,67.0,23.5,53.5,9.7,16.9,1011.3,0.388,0.354,28.6,9.19,3.54,1.41,29418.5,47.37,71.3,173.2,62.82
03-08-2013,30.0,31.5,28.5,11.4,11.4,1.0,73.9,24.8,50.4,10.6,17.2,1006.0,0.322,0.286,28.5,8.43,3.34,1.11,45129.4,48.54,58.3,158.6,55.45
04-08-2013,30.3,33.6,27.1,8.0,8.0,1.0,82.0,26.7,74.7,10.3,17.6,1007.7,0.318,0.299,28.8,9.45,3.42,0.78,36362.6,47.96,61.5,142.8,54.28
05-08-2013,30.4,33.4,27.5,0.1,0.1,1.0,80.4,26.5,79.5,10.3,21.8,1007.6,0.33,0.29,28.9,8.33,3.47,0.85,41033.6,48.11,67.4,121.5,53.19
06-08-2013,30.8,33.4,28.3,1.0,1.0,2.0,77.0,26.2,54.8,12.1,19.0,1003.5,0.308,0.272,29.2,9.72,4.41,1.03,38086.0,48.07,75.9,104.3,48.93
07-08-2013,30.4,32.2,28.6,0.2,0.2,4.0,70.8,24.5,31.5,3.0,5.0,1011.3,0.241,0.214,28.8,9.7,2.86,1.26,30469.9,48.06,67.7,88.8,40.06
08-08-2013,30.3,33.3,27.3,137.1,137.1,16.0,88.5,28.0,64.0,13.4,26.8,1001.3,0.407,0.362,28.8,8.21,3.06,0.5,30280.9,47.72,76.3,212.6,70.81
09-08-2013,30.3,33.5,27.1,3.5,3.5,1.0,81.4,26.6,53.2,8.7,13.2,1007.9,0.461,0.407,28.7,8.99,3.74,0.8,40935.1,48.41,73.4,184.2,72.66
10-08-2013,30.3,32.7,27.9,2.0,2.0,1.0,85.8,27.4,63.0,10.4,20.6,1008.7,0.383,0.362,28.7,8.17,3.27,0.61,31922.3,47.8,51.1,158.6,62.74
11-08-2013,30.1,32.6,27.5,48.5,48.5,5.0,84.2,26.9,53.4,10.3,25.4,1012.2,0.38,0.344,28.6,7.76,3.42,0.67,37694.8,47.81,74.2,183.3,64.75
12-08-2013,29.9,31.4,28.4,13.4,13.4,4.0,76.0,25.1,72.9,6.4,12.5,1010.0,0.296,0.282,28.4,6.13,1.61,1.01,45927.6,47.97,64.7,169.2,54.12
13-08-2013,29.9,32.8,27.0,0.6,0.6,1.0,78.4,25.6,24.2,7.9,12.7,1005.9,0.3,0.254,28.4,10.24,2.75,0.91,49714.9,48.62,66.5,144.4,52.28
14-08-2013,30.2,32.0,28.3,21.0,21.0,1.0,76.2,25.4,55.0,12.1,25.4,1011.8,0.375,0.344,28.6,8.59,3.31,1.02,32656.2,47.87,56.2,143.8,59.5
15-08-2013,30.0,32.3,27.7,1.0,1.0,4.0,75.9,25.2,55.5,3.8,10.9,1009.6,0.319,0.294,28.5,8.67,3.96,1.02,40299.3,47.96,59.2,123.2,51.81
16-08-2013,29.9,31.7,28.2,51.6,51.6,7.0,82.6,26.4,54.6,1.8,2.9,998.4,0.362,0.349,28.4,8.23,4.38,0.74,36201.2,48.15,62.4,156.3,60.09
17-08-2013,30.0,32.1,28.0,0.0,0.0,0.0,74.8,25.0,49.8,5.3,8.2,1008.7,0.264,0.222,28.5,15.53,5.93,1.07,34310.7,47.85,64.0,132.9,47.17
18-08-2013,30.3,33.3,27.3,56.3,56.3,7.0,88.2,28.0,51.5,5.3,9.9,1000.1,0.415,0.372,28.8,8.87,4.09,0.51,37282.4,47.79,54.4,169.2,67.24
19-08-2013,30.0,31.5,28.5,74.1,74.1,11.0,75.3,25.1,36.8,4.3,10.7,999.4,0.332,0.303,28.5,7.69,2.44,1.05,39570.6,48.1,62.5,218.0,62.53
20-08-2013,29.8,32.1,27.6,6.9,6.9,1.0,70.9,24.0,59.7,6.8,11.8,1011.0,0.365,0.347,28.4,8.54,4.14,1.22,46427.6,48.59,60.3,192.2,62.81
21-08-2013,30.1,32.1,28.1,6.3,6.3,1.0,66.4,23.3,45.0,6.3,13.0,1003.7,0.331,0.319,28.5,9.67,4.17,1.43,42558.9,48.27,74.2,169.6,56.7
22-08-2013,30.5,33.8,27.2,7.3,7.3,1.0,71.0,24.7,47.9,9.8,15.0,1003.2,0.301,0.261,28.9,6.14,2.1,1.27,31225.7,47.39,58.9,151.5,52.35
23-08-2013,30.7,32.9,28.5,29.0,29.0,3.0,77.9,26.3,55.0,7.1,12.3,1005.0,0.317,0.299,29.1,7.58,3.07,0.98,32096.6,47.85,57.6,157.8,55.27
24-08-2013,30.3,31.8,28.8,24.8,24.8,2.0,70.5,24.4,47.3,4.1,10.1,1006.3,0.308,0.269,28.8,7.39,2.57,1.28,38102.8,48.33,77.6,158.9,53.74
25-08-2013,29.9,32.2,27.6,2.4,2.4,1.0,59.2,21.7,46.8,6.7,12.8,1012.2,0.346,0.31,28.4,7.01,2.8,1.72,40060.5,48.16,61.3,137.5,54.27
26-08-2013,29.6,31.1,28.1,1.4,1.4,2.0,68.5,23.3,17.9,9.5,14.4,1003.1,0.333,0.278,28.2,6.62,3.17,1.31,41308.8,48.53,62.3,118.2,51.97
27-08-2013,29.2,31.9,26.5,124.0,124.0,16.0,66.7,22.5,53.0,13.1,20.7,1004.0,0.303,0.263,27.8,6.79,2.98,1.35,33209.3,47.82,51.8,224.5,59.42
28-08-2013,29.6,31.1,28.1,33.1,33.1,1.0,68.6,23.3,49.3,6.7,12.4,1004.7,0.448,0.401,28.2,5.44,2.46,1.3,50454.7,48.73,52.8,223.9,74.05
29-08-2013,29.7,32.0,27.4,26.9,26.9,1.0,69.2,23.5,41.6,9.7,28.4,1001.6,0.371,0.345,28.2,6.73,2.35,1.28,42669.2,48.36,64.1,217.2,65.74
30-08-2013,30.3,33.1,27.5,0.0,0.0,0.0,56.7,21.6,31.4,4.7,9.4,1006.8,0.319,0.281,28.8,18.67,6.6,1.87,33137.9,47.93,54.9,184.7,56.04
31-08-2013,30.4,32.1,28.7,7.4,7.4,1.0,60.8,22.5,24.1,8.6,14.0,1002.4,0.305,0.265,28.8,8.36,3.13,1.7,33505.1,48.18,55.7,164.4,53.02
01-09-2013,30.6,33.9,27.2,7.4,7.4,1.0,65.3,23.6,55.7,5.0,17.2,1007.7,0.239,0.204,29.0,5.68,2.12,1.52,20729.0,47.14,63.0,147.1,45.14
02-09-2013,30.6,32.8,28.4,1.4,1.4,1.0,69.7,24.5,52.1,6.3,9.9,1007.8,0.302,0.279,29.0,7.97,3.0,1.33,25892.3,47.4,49.9,126.4,49.81
03-09-2013,30.0,31.5,28.5,17.3,17.3,4.0,65.7,23.1,16.2,11.6,18.5,1004.6,0.313,0.271,28.5,7.15,2.5,1.45,24018.7,46.87,61.0,124.8,50.35
04-09-2013,29.7,31.4,28.0,17.8,17.8,4.0,60.0,21.7,46.9,5.8,10.1,1012.1,0.286,0.244,28.3,6.25,1.43,1.67,28556.1,47.34,54.1,123.9,46.99
05-09-2013,29.3,32.4,26.2,2.0,2.0,1.0,57.7,20.8,22.5,10.1,16.1,1004.2,0.259,0.229,27.9,7.2,3.14,1.72,25879.0,47.63,43.9,107.3,42.4
06-09-2013,29.7,31.9,27.5,44.9,44.9,5.0,71.2,24.0,40.5,3.5,5.8,1007.7,0.313,0.268,28.3,5.72,2.59,1.2,34619.7,47.81,48.6,136.1,52.03
07-09-2013,30.0,31.5,28.5,0.0,0.0,0.0,58.3,21.7,26.2,4.9,10.7,1005.8,0.312,0.27,28.5,13.4,4.9,1.77,25565.8,47.36,47.9,115.7,48.6
08-09-2013,30.4,33.4,27.5,0.0,0.0,0.0,51.5,20.7,22.3,1.0,1.7,1004.5,0.279,0.245,28.9,10.04,4.38,2.11,31380.4,47.65,38.9,98.3,42.88
09-09-2013,30.4,32.5,28.4,0.0,0.0,0.0,56.9,21.8,33.2,13.8,27.8,1003.2,0.3,0.278,28.9,11.55,4.82,1.87,24156.6,47.73,43.5,83.6,44.05
10-09-2013,30.4,32.6,28.1,6.5,6.5,2.0,64.2,23.2,22.0,9.9,19.1,1008.7,0.216,0.197,28.8,4.68,2.02,1.55,23460.7,46.95,36.4,77.5,35.77
11-09-2013,30.3,31.8,28.8,32.1,32.1,7.0,55.3,21.3,40.0,2.9,6.5,1004.1,0.276,0.242,28.7,6.88,2.44,1.93,24974.0,47.31,42.2,98.0,42.93
12-09-2013,30.4,32.2,28.5,7.4,7.4,1.0,60.5,22.5,45.4,10.1,17.9,1008.5,0.342,0.301,28.8,5.88,1.88,1.71,22754.7,47.09,58.6,90.7,49.32
13-09-2013,30.1,31.7,28.4,0.0,0.0,0.0,46.7,19.4,31.6,2.1,4.5,1007.7,0.274,0.243,28.6,14.44,5.23,2.27,26862.1,47.42,48.3,77.1,39.78
14-09-2013,29.7,31.8,27.5,9.1,9.1,2.0,60.5,21.8,40.3,9.4,16.5,1005.5,0.264,0.24,28.2,5.92,2.49,1.64,24552.6,47.44,49.8,74.6,39.91
15-09-2013,29.8,31.9,27.6,14.0,14.0,1.0,61.1,22.0,25.5,4.0,6.7,1003.7,0.248,0.226,28.3,5.53,3.7,1.63,30717.2,47.47,42.5,77.4,38.65
16-09-2013,30.4,33.4,27.5,8.6,8.6,1.0,51.0,20.6,35.3,6.1,10.1,1007.5,0.286,0.242,28.9,5.31,2.57,2.13,21430.8,47.12,35.8,74.4,41.14
17-09-2013,30.7,33.2,28.2,0.0,0.0,0.0,49.3,20.6,0.0,4.6,7.9,1004.6,0.271,0.253,29.1,12.88,4.66,2.24,28609.0,47.58,28.6,63.3,38.36
18-09-2013,30.6,33.0,28.1,38.7,38.7,3.0,53.0,21.2,34.3,3.7,9.2,1005.6,0.286,0.251,29.0,5.68,2.68,2.06,26670.7,47.33,37.9,92.5,43.15
19-09-2013,30.0,32.2,27.7,27.4,27.4,5.0,64.8,22.9,26.7,6.3,9.5,1005.0,0.264,0.236,28.5,6.06,3.22,1.49,33667.9,47.62,50.5,106.0,43.48
20-09-2013,30.4,32.6,28.3,113.6,113.6,14.0,56.9,21.8,4.4,4.6,7.9,996.1,0.361,0.322,28.9,7.2,2.27,1.87,29159.6,47.84,51.8,203.7,62.16
21-09-2013,30.7,33.8,27.5,0.0,0.0,0.0,43.9,19.4,3.3,4.9,9.0,1002.4,0.354,0.325,29.1,11.45,4.81,2.47,30761.2,47.71,43.9,173.1,57.1
22-09-2013,30.9,32.8,29.1,57.5,57.5,8.0,58.4,22.6,43.9,7.1,11.0,996.7,0.35,0.315,29.3,5.74,2.05,1.86,35546.9,47.76,9.8,204.7,61.31
23-09-2013,30.7,32.2,29.2,16.4,16.4,2.0,54.2,21.5,29.1,10.4,18.6,1004.8,0.305,0.282,29.1,4.13,2.42,2.02,37322.2,48.29,31.1,190.4,54.96
24-09-2013,30.4,31.9,28.9,5.9,5.9,3.0,61.5,22.7,11.0,4.1,8.6,1008.5,0.287,0.262,28.9,6.04,2.31,1.68,27346.0,47.73,33.0,167.7,51.62
25-09-2013,30.1,31.6,28.6,3.9,3.9,1.0,65.2,23.1,29.3,6.6,10.4,1006.8,0.261,0.218,28.6,7.78,3.19,1.49,19941.1,47.34,28.3,146.5,47.27
26-09-2013,30.1,33.0,27.2,1.2,1.2,1.0,44.5,19.0,9.0,3.5,6.5,1007.8,0.273,0.235,28.6,4.81,2.32,2.37,20538.5,47.27,57.9,125.7,44.32
27-09-2013,29.9,31.8,28.0,6.4,6.4,1.0,61.8,22.2,21.5,10.2,16.5,1011.1,0.237,0.213,28.4,4.91,2.09,1.61,24991.3,47.43,39.8,113.2,41.2
28-09-2013,29.9,32.2,27.7,0.5,0.5,1.0,47.5,19.4,21.1,7.3,13.3,999.7,0.239,0.212,28.4,7.64,2.53,2.22,30402.9,48.07,34.5,96.8,38.33
29-09-2013,29.8,31.5,28.2,0.0,0.0,0.0,40.6,17.9,0.0,3.8,7.4,1007.4,0.267,0.263,28.4,11.28,4.07,2.49,23655.5,47.49,40.2,82.2,38.98
30-09-2013,28.8,30.8,26.7,0.6,0.6,1.0,51.5,19.1,13.5,1.0,1.6,1006.5,0.191,0.16,27.4,5.15,2.04,1.91,27537.2,47.35,41.8,70.5,31.3
01-10-2013,28.5,30.1,26.8,0.0,0.0,0.0,47.5,18.0,0.0,10.0,17.4,1006.6,0.231,0.218,27.2,10.08,3.5,2.04,8636.5,46.24,51.1,59.9,33.84
02-10-2013,28.0,29.9,26.1,0.6,0.6,1.0,47.7,17.6,8.4,4.3,6.7,1008.0,0.252,0.228,26.8,4.38,2.09,1.98,11285.0,46.55,38.0,51.5,35.12
03-10-2013,28.7,30.8,26.6,7.1,7.1,1.0,44.3,17.5,9.9,1.6,2.4,1003.7,0.279,0.259,27.4,5.13,2.35,2.19,9352.4,46.78,40.9,50.9,37.42
04-10-2013,28.5,30.6,26.3,0.0,0.0,0.0,39.7,16.4,22.1,1.0,1.9,1006.2,0.206,0.196,27.2,13.08,5.56,2.34,8718.1,46.49,25.1,43.3,28.9
05-10-2013,27.9,29.4,26.4,0.0,0.0,0.0,29.6,13.8,0.0,6.1,10.8,1011.5,0.259,0.237,26.7,11.72,4.23,2.64,9040.3,46.51,23.5,36.8,32.54
06-10-2013,28.0,30.0,26.0,0.0,0.0,0.0,28.5,13.7,25.7,5.5,8.5,1006.8,0.167,0.154,26.8,8.63,3.68,2.7,7382.9,46.34,26.3,31.3,22.68
07-10-2013,27.7,29.2,26.2,0.0,0.0,0.0,48.9,17.5,18.0,3.5,6.0,1006.7,0.247,0.218,26.5,10.03,3.69,1.9,9102.1,46.73,26.5,26.6,32.25
08-10-2013,27.6,29.1,26.1,1.5,1.5,1.0,37.9,15.2,8.4,1.9,3.2,1003.9,0.173,0.154,26.5,6.24,2.79,2.3,10241.6,46.59,26.9,24.1,23.5
09-10-2013,27.6,29.7,25.5,0.0,0.0,0.0,31.3,13.9,0.7,1.0,2.0,1009.7,0.217,0.203,26.5,11.2,4.39,2.54,10598.3,46.74,22.0,20.5,26.88
10-10-2013,27.9,29.4,26.4,0.0,0.0,0.0,45.9,17.1,0.0,1.1,2.7,1004.4,0.207,0.189,26.7,8.28,3.68,2.03,6698.0,46.28,18.8,17.4,27.03
11-10-2013,28.8,30.3,27.3,0.0,0.0,0.0,34.0,15.6,0.0,5.9,9.3,1006.6,0.195,0.165,27.5,8.57,3.51,2.61,8467.0,46.57,18.7,14.8,24.38
12-10-2013,28.9,30.4,27.4,0.0,0.0,0.0,36.8,16.2,2.5,3.2,5.3,1006.1,0.208,0.201,27.5,9.33,3.95,2.51,9009.9,46.47,29.6,12.6,25.74
13-10-2013,28.6,30.1,27.1,0.0,0.0,0.0,21.9,13.0,0.0,8.6,21.7,1004.2,0.165,0.159,27.3,9.03,4.39,3.06,8458.2,46.82,13.3,10.7,19.76
14-10-2013,28.1,29.6,26.6,0.0,0.0,0.0,29.2,13.9,0.0,1.8,2.9,1002.4,0.163,0.139,26.9,9.01,3.97,2.69,8265.8,46.36,14.0,9.1,20.13
15-10-2013,27.9,30.0,25.9,0.0,0.0,0.0,31.0,14.1,0.0,3.5,5.3,1005.1,0.154,0.148,26.8,6.84,2.86,2.6,6353.7,46.2,42.2,7.7,19.27
16-10-2013,28.1,30.4,25.8,0.0,0.0,0.0,23.0,12.7,0.0,5.2,9.1,1005.5,0.173,0.158,26.9,9.82,4.9,2.93,8149.0,46.34,10.5,6.6,20.26
17-10-2013,27.9,30.9,24.9,0.0,0.0,0.0,34.2,14.8,15.5,1.8,2.9,999.2,0.183,0.168,26.7,10.87,3.95,2.48,7961.8,46.37,19.4,5.6,22.28
18-10-2013,27.4,29.3,25.4,0.0,0.0,0.0,31.1,13.6,14.1,3.3,5.6,1008.2,0.177,0.155,26.3,8.7,3.35,2.51,7615.3,46.41,17.0,4.7,21.28
19-10-2013,27.9,29.7,26.0,0.0,0.0,0.0,26.7,13.2,12.0,12.0,18.4,1004.5,0.175,0.139,26.7,6.69,2.42,2.75,6962.4,46.31,13.3,4.0,20.57
20-10-2013,28.2,30.5,25.9,0.0,0.0,0.0,40.5,16.3,0.0,6.2,10.8,1011.1,0.14,0.116,26.9,9.01,3.43,2.27,6854.1,46.43,10.8,3.4,18.39
21-10-2013,28.1,30.9,25.3,0.0,0.0,0.0,20.0,12.1,0.0,6.4,10.0,1012.4,0.211,0.196,26.9,6.91,3.34,3.2,8556.3,46.22,10.5,2.9,23.39
22-10-2013,28.2,31.4,25.1,0.0,0.0,0.0,23.2,12.9,0.0,5.7,12.8,1006.2,0.17,0.157,27.0,7.36,3.45,2.94,6878.2,46.44,21.6,2.5,19.57
23-10-2013,28.3,30.7,26.0,0.0,0.0,0.0,25.9,13.5,14.6,8.4,12.7,1000.3,0.153,0.134,27.1,6.98,3.07,2.86,8770.5,46.51,16.7,2.1,18.1
24-10-2013,29.3,32.6,26.0,0.0,0.0,0.0,20.0,13.3,1.9,7.1,11.6,1006.9,0.151,0.116,27.9,5.78,3.6,3.56,7980.8,46.53,15.0,1.8,17.28
25-10-2013,29.5,32.7,26.3,5.3,5.3,1.0,24.9,14.5,0.0,6.6,10.4,1001.8,0.187,0.153,28.1,4.31,2.28,3.1,8792.3,46.35,18.9,6.8,21.87
26-10-2013,29.3,31.0,27.6,0.0,0.0,0.0,29.1,15.1,11.3,3.9,8.3,1001.5,0.169,0.144,27.9,6.99,3.59,2.89,8940.0,46.57,21.4,5.8,20.39
27-10-2013,29.0,30.5,27.5,0.0,0.0,0.0,20.0,13.0,0.0,1.0,2.0,1002.3,0.108,0.098,27.6,8.07,4.36,3.61,8903.6,47.22,22.4,4.9,13.29
28-10-2013,27.4,28.9,25.9,0.0,0.0,0.0,20.0,11.4,0.0,1.0,2.4,1011.2,0.132,0.106,26.3,6.57,2.61,3.08,7114.6,46.19,5.0,4.2,15.62
29-10-2013,27.4,29.2,25.6,0.0,0.0,0.0,26.2,12.6,0.0,1.0,1.5,1003.5,0.091,0.084,26.3,6.94,3.46,2.69,9286.6,46.61,20.1,3.6,12.08
30-10-2013,27.1,28.8,25.4,0.0,0.0,0.0,34.0,13.9,0.0,5.6,12.2,1004.3,0.184,0.166,26.1,9.19,3.88,2.37,8083.3,46.42,17.5,3.0,22.1
31-10-2013,25.6,27.6,23.7,0.0,0.0,0.0,23.2,10.3,0.0,9.3,14.8,1007.1,0.124,0.126,24.8,7.87,3.54,2.53,6828.0,46.08,6.3,2.6,14.98
01-11-2013,23.1,24.6,21.6,0.0,0.0,0.0,20.0,7.1,0.0,3.6,7.4,1002.3,0.162,0.157,22.6,8.71,3.41,2.4,3155.4,46.24,9.8,2.2,18.42
02-11-2013,21.4,24.1,18.8,0.0,0.0,0.0,20.0,5.4,0.0,7.4,14.3,1005.2,0.147,0.14,21.2,5.74,2.26,2.28,2832.4,45.97,17.2,1.9,16.89
03-11-2013,21.4,23.1,19.7,0.0,0.0,0.0,20.0,5.4,0.0,1.0,1.7,1009.8,0.148,0.139,21.2,5.59,2.27,2.15,2929.8,45.59,15.0,1.6,16.96
04-11-2013,22.3,24.4,20.2,0.0,0.0,0.0,20.0,6.3,0.0,3.1,5.3,1004.2,0.142,0.117,22.0,7.9,3.78,2.41,3207.6,46.24,12.1,1.3,16.33
05-11-2013,21.6,23.7,19.4,0.0,0.0,0.0,26.9,6.9,0.0,1.0,2.0,1004.0,0.177,0.148,21.3,4.81,1.96,1.88,2888.9,45.91,5.0,1.1,20.5
06-11-2013,21.1,23.7,18.6,0.0,0.0,0.0,20.0,5.1,0.0,2.2,3.7,1008.2,0.154,0.153,21.0,4.43,2.91,2.12,3075.9,45.7,7.5,1.0,17.5
07-11-2013,21.5,24.2,18.7,0.0,0.0,0.0,32.2,7.9,0.0,1.0,1.7,1005.6,0.139,0.144,21.2,5.83,2.78,1.73,3182.8,45.61,5.0,0.8,17.2
08-11-2013,22.5,25.3,19.7,0.0,0.0,0.0,22.9,7.1,0.0,4.0,7.1,1005.8,0.169,0.149,22.1,5.5,2.6,2.1,2527.7,45.74,5.0,0.7,19.26
09-11-2013,22.8,25.7,20.0,0.0,0.0,0.0,20.0,6.8,0.0,4.4,8.5,1007.8,0.15,0.136,22.4,8.09,4.41,2.43,3019.6,45.99,5.0,0.6,17.06
10-11-2013,21.9,25.7,18.1,0.0,0.0,0.0,20.0,5.9,0.0,5.0,8.6,1005.4,0.098,0.075,21.6,4.69,2.37,2.42,2946.2,45.64,5.0,0.5,11.85
11-11-2013,21.4,23.8,19.0,0.0,0.0,0.0,35.0,8.4,0.0,3.1,5.1,1003.3,0.097,0.069,21.2,3.14,2.02,1.65,2829.6,45.96,5.0,0.4,13.24
12-11-2013,22.1,24.6,19.6,0.0,0.0,0.0,20.0,6.1,0.0,6.4,11.7,1003.4,0.063,0.05,21.8,10.27,4.35,2.46,2966.1,45.79,5.0,0.4,8.34
13-11-2013,22.7,25.1,20.3,0.0,0.0,0.0,20.0,6.7,0.0,3.7,6.7,998.9,0.073,0.07,22.3,7.16,3.63,2.39,3224.4,45.86,5.0,0.3,9.33
14-11-2013,22.5,25.0,20.1,0.0,0.0,0.0,20.0,6.5,0.0,7.8,13.6,1009.7,0.164,0.158,22.2,5.08,2.94,2.33,2750.3,45.9,5.0,0.3,18.43
15-11-2013,22.2,24.5,19.9,0.0,0.0,0.0,20.0,6.2,0.0,7.6,13.5,1001.5,0.063,0.056,21.8,5.45,2.79,2.74,2814.2,45.85,5.0,0.2,8.32
16-11-2013,22.0,23.9,20.1,0.0,0.0,0.0,20.0,6.0,0.0,1.4,2.3,1008.9,0.095,0.093,21.7,7.12,2.95,2.55,2878.6,45.61,5.0,0.2,11.52
17-11-2013,21.6,23.3,19.8,0.0,0.0,0.0,20.0,5.6,0.0,5.8,9.5,1005.7,0.154,0.138,21.3,8.9,3.55,2.14,3258.9,45.62,5.0,0.2,17.42
18-11-2013,21.5,24.2,18.8,0.0,0.0,0.0,20.0,5.5,0.0,8.1,17.1,1005.7,0.116,0.113,21.3,5.44,1.92,2.22,2734.2,45.77,5.0,0.1,13.61
19-11-2013,21.4,23.0,19.8,0.0,0.0,0.0,20.0,5.4,0.0,6.6,13.7,1011.9,0.17,0.143,21.2,3.8,2.26,2.6,3207.3,45.96,5.0,0.1,19.01
20-11-2013,22.0,24.2,19.7,0.0,0.0,0.0,20.0,6.0,0.0,2.5,4.1,1006.4,0.099,0.092,21.7,7.37,3.24,2.15,3257.7,46.14,5.0,0.1,11.91
21-11-2013,22.9,26.2,19.6,0.0,0.0,0.0,20.0,6.9,0.0,1.9,3.6,1005.2,0.069,0.056,22.5,1.0,1.53,2.57,2614.6,46.23,5.0,0.1,8.91
22-11-2013,22.8,25.3,20.3,0.0,0.0,0.0,20.0,6.8,0.0,3.4,6.6,1008.7,0.095,0.085,22.4,5.39,2.58,2.91,3181.9,46.15,5.0,0.1,11.51
23-11-2013,22.2,24.5,19.8,0.0,0.0,0.0,20.0,6.2,0.0,5.8,11.3,1002.8,0.068,0.071,21.8,4.48,2.58,2.21,2966.2,45.79,7.1,0.1,8.81
24-11-2013,21.4,24.2,18.6,0.0,0.0,0.0,20.0,5.4,0.0,6.7,10.8,1006.0,0.096,0.083,21.2,5.6,2.37,2.18,3540.3,46.42,5.0,0.1,11.61
